WAVELENGTHS,AMPLITUDES_RED_BLUE,LEAF_TOP_SPD,LEAF_TOP_SPT,LEAF_BOTTOM_SPD,LEAF_BOTTOM_SPT,LEAF_BOTTOM_SPD,INTERNODE_SPT,FRUIT_RIPEN_SPD,FRUIT_RIPEN_SPT,FRUIT_UNRIPEN_SPD,FRUIT_UNRIPEN_SPT,TILE_SENSOR_TOP_SPD,TILE_SENSOR_TOP_SPT,TILE_SENSOR_BOTTOM_SPD,TILE_SENSOR_BOTTOM_SPT,CUBE_SPD,CUBE_SPT,CEILING SPD,CEILING SPT,FLOOR_SPD,FLOOR_SPT,WALL_SPD,WALL_SPT,,,CUBE_SPD,CUBE_SPT,CEILING SPD,CEILING SPT,FLOOR_SPD,FLOOR_SPT,WALL_SPD,WALL_SPT,,CUBE_SPD,CUBE_SPT,CEILING SPD,CEILING SPT,FLOOR_SPD,FLOOR_SPT,WALL_SPD,WALL_SPT
775,0,0,0,0,0,0,0,0.323655094,0,0.281646479,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
780,0,0,0,0,0,0,0,0.323647675,0,0.281529755,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
785,0,0,0,0,0,0,0,0.323647437,0,0.282085193,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
790,0,0,0,0,0,0,0,0.323646754,0,0.282024137,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
795,0,0,0,0,0,0,0,0.323649784,0,0.282036875,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
800,0,0,0,0,0,0,0,0.32365819,0,0.282036258,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
805,0,0,0,0,0,0,0,0.323477985,0,0.282030965,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
810,0,0,0,0,0,0,0,0.322810174,0,0.282057434,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
815,0,0,0,0,0,0,0,0.321653069,0,0.281568644,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
820,0,0,0,0,0,0,0,0.319668923,0,0.279563771,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
825,0,0,0,0,0,0,0,0.317945022,0,0.278130012,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
830,0,0,0,0,0,0,0,0.31670004,0,0.277195498,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
835,0,0,0,0,0,0,0,0.314784922,0,0.275280449,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
840,0,0,0,0,0,0,0,0.312578635,0,0.273953671,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
845,0,0,0,0,0,0,0,0.311769223,0,0.273025195,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
850,0,0,0,0,0,0,0,0.310414604,0,0.271824401,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
855,0,0,0,0,0,0,0,0.309227244,0,0.271653488,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
860,0,0,0,0,0,0,0,0.308916755,0,0.270479854,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
865,0,0,0,0,0,0,0,0.307478216,0,0.269477637,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
870,0,0,0,0,0,0,0,0.30618444,0,0.268680023,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
875,0,0,0,0,0,0,0,0.304903683,0,0.267920963,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
880,0,0,0,0,0,0,0,0.303272773,0,0.266564904,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
885,0,0,0,0,0,0,0,0.30172054,0,0.265258624,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
890,0,0,0,0,0,0,0,0.300433503,0,0.26393728,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
895,0,0,0,0,0,0,0,0.298914163,0,0.26285412,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
900,0,0,0,0,0,0,0,0.297323443,0,0.261576797,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
905,0,0,0,0,0,0,0,0.295045498,0,0.259525532,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
910,0,0,0,0,0,0,0,0.291780463,0,0.257442791,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
915,0,0,0,0,0,0,0,0.288344849,0,0.253835556,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
920,0,0,0,0,0,0,0,0.283641673,0,0.249919859,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
925,0,0,0,0,0,0,0,0.277211814,0,0.24483701,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
930,0,0,0,0,0,0,0,0.271631032,0,0.2381273,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
935,0,0,0,0,0,0,0,0.262903395,0,0.229434209,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
940,0,0,0,0,0,0,0,0.254684872,0,0.2222035,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
945,0,0,0,0,0,0,0,0.243523354,0,0.211836071,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
950,0,0,0,0,0,0,0,0.236906916,0,0.207131204,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
955,0,0,0,0,0,0,0,0.229672207,0,0.200966935,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
960,0,0,0,0,0,0,0,0.222074419,0,0.195843309,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
965,0,0,0,0,0,0,0,0.216311473,0,0.190036104,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
970,0,0,0,0,0,0,0,0.212421902,0,0.186508634,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
975,0,0,0,0,0,0,0,0.211113204,0,0.185445616,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
980,0,0,0,0,0,0,0,0.212296067,0,0.186609011,0,0,0,0,1,0.56,0,0,0,0.56,0,0.56,0,,,0.7,0,0,0,0.7,0,0.7,0,,0.56,0,0,0,0.56,0,0.56,0
