day,plant_id,organ_class,rank,order,parent_rank,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
7,4,Internode,4,0,0,15.208825,0.9905081199916289,7.711573937202524E-5,0.0050611054,false,false,0.004850067421963676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,Internode,4,0,0,15.208825,0.9905081199916289,7.711573937202524E-5,0.0050611054,false,false,0.004850067421963676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Internode,4,0,0,15.208825,0.9905081199916289,7.711573937202524E-5,0.0050611054,false,false,0.004850067421963676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Internode,4,0,0,15.208825,0.9905081199916289,7.711573937202524E-5,0.0050611054,false,false,0.004850067421963676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,Internode,4,0,0,15.208825,0.9905081199916289,7.711573937202524E-5,0.0050611054,false,false,0.004850067421963676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,Internode,4,0,0,15.208825,0.9905081199916289,7.711573937202524E-5,0.0050611054,false,false,0.004850067421963676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,Internode,3,0,0,61.089855,12.976629344922788,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,Internode,3,0,0,61.089855,12.958576484679213,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,Internode,3,0,0,61.089855,12.97447495557816,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,Internode,3,0,0,61.089855,12.9713620318728,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,Internode,3,0,0,61.089855,12.953857023520463,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,Internode,3,0,0,61.089855,12.971461402732407,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Internode,3,0,0,61.089855,12.980636929159285,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,Internode,3,0,0,61.089855,12.966953343662839,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
