day,plant_id,organ_class,organ_index,rank,order,parent_rank,parent_organ_class,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,leaf_segments_length,leaf_area_m2blades,leaf_inclination_segments,fruit_nr,fruit_radii,fruit_age_dd,fruit_ripening_dd,fruit_truss_angle
23,1,Root,0,0,0,-1,none,350.04968,280.6373475031076,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Root,1,0,0,-1,none,350.04968,280.6373475031076,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Root,2,0,0,-1,none,350.04968,280.6373475031076,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,0,1,1,0,Internode,30.994097,1.4903875886358013,2.1850099892709772E-4,0.013802539,false,false,0.005039002605581494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,1,1,1,0,Internode,30.994097,1.4903875886358013,2.1850099892709772E-4,0.013802539,false,false,0.005039002605581494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,2,1,1,0,Internode,30.994097,1.4903875886358013,2.1850099892709772E-4,0.013802539,false,false,0.005039002605581494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,0,7,0,6,Internode,62.123074,13.328341568434517,4.353386438637837E-4,0.021725824,false,false,0.006378243399387869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,1,7,0,6,Internode,62.123074,13.328341568434517,4.353386438637837E-4,0.021725824,false,false,0.006378243399387869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,2,7,0,6,Internode,62.123074,13.328341568434517,4.353386438637837E-4,0.021725824,false,false,0.006378243399387869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,3,1,1,0,Internode,108.9317,14.169523118740232,4.394325207747703E-4,0.021860063,false,false,0.006398687651853963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,4,1,1,0,Internode,108.9317,14.169523118740232,4.394325207747703E-4,0.021860063,false,false,0.006398687651853963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,5,1,1,0,Internode,108.9317,14.169523118740232,4.394325207747703E-4,0.021860063,false,false,0.006398687651853963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,6,1,1,0,Internode,108.9317,14.169523118740232,4.394325207747703E-4,0.021860063,false,false,0.006398687651853963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,Internode,7,1,1,0,Internode,108.9317,14.169523118740232,4.394325207747703E-4,0.021860063,false,false,0.006398687651853963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
