Step,Time,X_Pos_m,Deflection_mm,Force_N
629,8.2287,-0.000663,0.6628,0.095442
630,8.2420,-0.000671,0.6712,0.095512
631,8.2567,-0.000690,0.6896,0.095595
632,8.2716,-0.000718,0.7176,0.095628
633,8.2854,-0.000756,0.7560,0.095689
634,8.2994,-0.000803,0.8032,0.095737
635,8.3128,-0.000856,0.8558,0.095819
636,8.3265,-0.000910,0.9100,0.095857
637,8.3400,-0.000962,0.9620,0.095908
638,8.3540,-0.001009,1.0090,0.095971
639,8.3682,-0.001050,1.0495,0.096017
640,8.3816,-0.001082,1.0816,0.096090
641,8.3948,-0.001107,1.1072,0.096154
642,8.4083,-0.001123,1.1231,0.096161
643,8.4224,-0.001134,1.1336,0.096259
644,8.4364,-0.001145,1.1447,0.096337
645,8.4501,-0.001159,1.1595,0.096411
646,8.4638,-0.001180,1.1796,0.096506
647,8.4772,-0.001206,1.2064,0.096639
648,8.4909,-0.001238,1.2377,0.096708
649,8.5059,-0.001275,1.2746,0.096815
650,8.5196,-0.001318,1.3183,0.096966
651,8.5346,-0.001368,1.3676,0.097180
652,8.5505,-0.001424,1.4235,0.097339
653,8.5641,-0.001482,1.4820,0.097557
654,8.5776,-0.001538,1.5380,0.097698
655,8.5912,-0.001587,1.5872,0.097945
656,8.6055,-0.001626,1.6259,0.098206
657,8.6207,-0.001651,1.6513,0.098480
658,8.6344,-0.001664,1.6643,0.098633
659,8.6477,-0.001664,1.6641,0.098869
660,8.6610,-0.001653,1.6528,0.099073
661,8.6748,-0.001630,1.6295,0.099310
662,8.6903,-0.001597,1.5970,0.099497
663,8.7062,-0.001556,1.5558,0.099701
664,8.7209,-0.001510,1.5104,0.099856
665,8.7354,-0.001460,1.4603,0.100023
666,8.7495,-0.001408,1.4078,0.100158
667,8.7629,-0.001358,1.3581,0.100273
668,8.7763,-0.001313,1.3129,0.100361
669,8.7906,-0.001275,1.2745,0.100439
670,8.8045,-0.001244,1.2443,0.100504
671,8.8191,-0.001223,1.2234,0.100599
672,8.8338,-0.001211,1.2115,0.100613
673,8.8483,-0.001206,1.2064,0.100611
674,8.8615,-0.001204,1.2044,0.100628
675,8.8753,-0.001203,1.2027,0.100637
676,8.8904,-0.001200,1.2001,0.100711
677,8.9043,-0.001193,1.1927,0.100730
678,8.9191,-0.001178,1.1775,0.100757
679,8.9329,-0.001150,1.1505,0.100817
680,8.9466,-0.001112,1.1122,0.100843
681,8.9600,-0.001063,1.0633,0.100890
682,8.9738,-0.001008,1.0076,0.100911
683,8.9875,-0.000950,0.9498,0.100923
684,9.0019,-0.000897,0.8969,0.100999
685,9.0170,-0.000852,0.8515,0.100979
686,9.0300,-0.000817,0.8170,0.100922
687,9.0435,-0.000794,0.7942,0.100849
688,9.0571,-0.000784,0.7836,0.100775
689,9.0716,-0.000783,0.7833,0.100718
690,9.0856,-0.000791,0.7912,0.100678
691,9.0996,-0.000805,0.8048,0.100703
692,9.1138,-0.000820,0.8203,0.100707
693,9.1285,-0.000835,0.8347,0.100716
694,9.1434,-0.000846,0.8463,0.100763
695,9.1568,-0.000853,0.8535,0.100778
696,9.1707,-0.000857,0.8573,0.100759
697,9.1844,-0.000858,0.8582,0.100747
698,9.1979,-0.000856,0.8563,0.100764
699,9.2120,-0.000853,0.8533,0.100742
700,9.2252,-0.000851,0.8506,0.100691
701,9.2396,-0.000850,0.8497,0.100638
702,9.2541,-0.000851,0.8508,0.100595
703,9.2691,-0.000853,0.8533,0.100560
704,9.2824,-0.000858,0.8577,0.100499
705,9.2958,-0.000864,0.8641,0.100438
706,9.3093,-0.000872,0.8725,0.100408
707,9.3228,-0.000881,0.8815,0.100372
708,9.3378,-0.000891,0.8909,0.100327
709,9.3522,-0.000900,0.9004,0.100282
710,9.3663,-0.000910,0.9099,0.100290
711,9.3806,-0.000920,0.9202,0.100249
712,9.3946,-0.000932,0.9316,0.100239
713,9.4080,-0.000943,0.9434,0.100229
714,9.4239,-0.000958,0.9577,0.100235
715,9.4392,-0.000978,0.9785,0.100178
716,9.4536,-0.001007,1.0074,0.100134
717,9.4679,-0.001045,1.0449,0.100089
718,9.4832,-0.001090,1.0904,0.100021
719,9.4954,-0.001142,1.1422,0.099939
720,9.5088,-0.001198,1.1978,0.099844
721,9.5231,-0.001254,1.2543,0.099737
722,9.5390,-0.001310,1.3097,0.099608
723,9.5527,-0.001362,1.3621,0.099474
724,9.5676,-0.001408,1.4079,0.099400
725,9.5824,-0.001448,1.4475,0.099273
726,9.5983,-0.001482,1.4816,0.099152
727,9.6120,-0.001512,1.5122,0.099039
728,9.6258,-0.001541,1.5413,0.098950
729,9.6402,-0.001571,1.5708,0.098877
730,9.6543,-0.001600,1.6000,0.098879
731,9.6681,-0.001632,1.6316,0.098806
732,9.6816,-0.001667,1.6668,0.098747
733,9.6953,-0.001707,1.7066,0.098686
734,9.7098,-0.001750,1.7503,0.098636
735,9.7235,-0.001796,1.7958,0.098605
736,9.7390,-0.001837,1.8373,0.098641
737,9.7531,-0.001870,1.8704,0.098649
738,9.7670,-0.001891,1.8914,0.098631
739,9.7809,-0.001899,1.8986,0.098591
740,9.7941,-0.001892,1.8919,0.098534
741,9.8076,-0.001873,1.8730,0.098470
742,9.8221,-0.001845,1.8450,0.098407
743,9.8378,-0.001812,1.8118,0.098353
744,9.8529,-0.001778,1.7777,0.098314
745,9.8680,-0.001747,1.7469,0.098295
746,9.8833,-0.001723,1.7229,0.098295
747,9.8979,-0.001708,1.7082,0.098314
748,9.9112,-0.001704,1.7039,0.098348
749,9.9248,-0.001710,1.7101,0.098392
750,9.9392,-0.001725,1.7253,0.098440
751,9.9535,-0.001747,1.7471,0.098487
752,9.9673,-0.001772,1.7724,0.098525
753,9.9813,-0.001798,1.7980,0.098552
754,9.9949,-0.001821,1.8208,0.098564
755,10.0097,-0.001838,1.8381,0.098559
756,10.0232,-0.001848,1.8483,0.098542
757,10.0379,-0.001850,1.8505,0.098513
758,10.0517,-0.001845,1.8449,0.098477
759,10.0654,-0.001833,1.8327,0.098440
760,10.0803,-0.001816,1.8158,0.098405
761,10.0937,-0.001796,1.7964,0.098378
762,10.1080,-0.001777,1.7772,0.098362
763,10.1226,-0.001760,1.7604,0.098356
764,10.1365,-0.001748,1.7479,0.098363
765,10.1505,-0.001741,1.7409,0.098379
766,10.1651,-0.001740,1.7400,0.098403
767,10.1775,-0.001745,1.7449,0.098430
768,10.1930,-0.001755,1.7546,0.098458
769,10.2071,-0.001768,1.7677,0.098483
770,10.2214,-0.001782,1.7823,0.098502
771,10.2354,-0.001797,1.7967,0.098512
772,10.2506,-0.001809,1.8091,0.098514
773,10.2661,-0.001818,1.8181,0.098507
774,10.2790,-0.001823,1.8228,0.098493
775,10.2922,-0.001823,1.8229,0.098473
776,10.3066,-0.001819,1.8186,0.098452
777,10.3205,-0.001811,1.8108,0.098430
778,10.3345,-0.001801,1.8007,0.098413
779,10.3478,-0.001789,1.7895,0.098400
780,10.3608,-0.001779,1.7787,0.098394
781,10.3748,-0.001770,1.7696,0.098395
782,10.3905,-0.001763,1.7632,0.098402
783,10.4047,-0.001760,1.7601,0.098414
784,10.4188,-0.001760,1.7605,0.098430
785,10.4331,-0.001764,1.7641,0.098446
786,10.4462,-0.001770,1.7702,0.098461
787,10.4598,-0.001778,1.7781,0.098474
788,10.4744,-0.001787,1.7865,0.098482
789,10.4888,-0.001795,1.7945,0.098486
790,10.5030,-0.001801,1.8011,0.098484
791,10.5175,-0.001601,1.6013,0.112280
792,10.5312,-0.001257,1.2566,0.107820
793,10.5445,-0.000790,0.7900,0.103537
794,10.5576,-0.000261,0.2607,0.100757
795,10.5717,0.000268,0.2679,0.100311
796,10.5857,0.000739,0.7391,0.102166
797,10.6002,0.001105,1.1050,0.105194
798,10.6150,0.001332,1.3320,0.107996
799,10.6301,0.001404,1.4036,0.109455
800,10.6439,0.001321,1.3212,0.109125
801,10.6593,0.001101,1.1012,0.107288
802,10.6753,0.000774,0.7740,0.104774
803,10.6897,0.000380,0.3804,0.102646
804,10.7036,-0.000033,0.0334,0.101738
805,10.7181,-0.000421,0.4215,0.102292
806,10.7342,-0.000743,0.7432,0.103892
807,10.7495,-0.000968,0.9676,0.105734
808,10.7635,-0.001076,1.0758,0.107028
809,10.7788,-0.001063,1.0630,0.107303
810,10.7947,-0.000937,0.9371,0.106544
811,10.8107,-0.000717,0.7170,0.105133
812,10.8251,-0.000431,0.4314,0.103686
813,10.8396,-0.000114,0.1145,0.102787
814,10.8559,0.000198,0.1979,0.102743
815,10.8723,0.000472,0.4722,0.103469
816,10.8875,0.000681,0.6809,0.104567
817,10.9014,0.000805,0.8053,0.105537
818,10.9163,0.000836,0.8365,0.105992
819,10.9307,0.000777,0.7767,0.105795
820,10.9441,0.000637,0.6367,0.105082
821,10.9576,0.000436,0.4358,0.104179
822,10.9727,0.000199,0.1986,0.103464
823,10.9877,-0.000047,0.0473,0.103204
824,11.0025,-0.000275,0.2749,0.103451
825,11.0160,-0.000461,0.4607,0.104042
826,11.0308,-0.000587,0.5871,0.104690
827,11.0447,-0.000644,0.6435,0.105120
828,11.0588,-0.000628,0.6282,0.105176
829,11.0737,-0.000547,0.5465,0.104869
830,11.0877,-0.000411,0.4106,0.104353
831,11.1038,-0.000238,0.2377,0.103852
832,11.1196,-0.000049,0.0485,0.103563
833,11.1341,0.000136,0.1357,0.103579
834,11.1480,0.000296,0.2955,0.103856
835,11.1621,0.000415,0.4150,0.104249
836,11.1767,0.000483,0.4834,0.104581
837,11.1902,0.000496,0.4964,0.104721
838,11.2047,0.000456,0.4558,0.104629
839,11.2188,0.000369,0.3686,0.104363
840,11.2330,0.000246,0.2464,0.104043
841,11.2480,0.000104,0.1043,0.103803
842,11.2637,-0.000041,0.0414,0.103729
843,11.2776,-0.000175,0.1748,0.103830
844,11.2915,-0.000282,0.2823,0.104045
845,11.3060,-0.000354,0.3537,0.104271
846,11.3205,-0.000383,0.3832,0.104413
847,11.3359,-0.000370,0.3703,0.104420
848,11.3514,-0.000319,0.3187,0.104303
849,11.3648,-0.000236,0.2357,0.104117
850,11.3800,-0.000132,0.1318,0.103944
851,11.3944,-0.000019,0.0193,0.103851
852,11.4108,0.000089,0.0892,0.103866
853,11.4268,0.000182,0.1823,0.103969
854,11.4418,0.000251,0.2508,0.104108
855,11.4568,0.000289,0.2887,0.104221
856,11.4715,0.000294,0.2937,0.104264
857,11.4868,0.000267,0.2673,0.104225
858,11.5012,0.000214,0.2137,0.104128
859,11.5150,0.000140,0.1401,0.104016
860,11.5290,0.000055,0.0554,0.103935
861,11.5426,-0.000031,0.0307,0.103914
862,11.5565,-0.000109,0.1089,0.103954
863,11.5704,-0.000171,0.1711,0.104031
864,11.5840,-0.000212,0.2117,0.104110
865,11.5972,-0.000227,0.2272,0.104157
866,11.6103,-0.000218,0.2179,0.104155
867,11.6240,-0.000186,0.1860,0.104112
868,11.6384,-0.000136,0.1359,0.104046
869,11.6526,-0.000074,0.0739,0.103986
870,11.6669,-0.000007,0.0073,0.103956
871,11.6816,0.000056,0.0565,0.103963
872,11.6947,0.000111,0.1108,0.104001
873,11.7088,0.000150,0.1502,0.104050
874,11.7228,0.000171,0.1714,0.104088
875,11.7366,0.000173,0.1732,0.104102
876,11.7507,0.000157,0.1567,0.104087
877,11.7645,0.000124,0.1244,0.104052
878,11.7778,0.000080,0.0805,0.104013
879,11.7915,0.000030,0.0303,0.103986
880,11.8054,-0.000020,0.0204,0.103979
881,11.8194,-0.000066,0.0662,0.103994
882,11.8327,-0.000102,0.1024,0.104021
883,11.8464,-0.000126,0.1256,0.104048
884,11.8598,-0.000134,0.1340,0.104064
885,11.8740,-0.000128,0.1280,0.104063
886,11.8877,-0.000109,0.1089,0.104048
887,11.9012,-0.000079,0.0791,0.104024
888,11.9147,-0.000042,0.0425,0.104004
889,11.9276,-0.000003,0.0033,0.103994
890,11.9413,0.000034,0.0342,0.103997
891,11.9554,0.000066,0.0659,0.104010
892,11.9702,0.000089,0.0888,0.104027
893,11.9835,0.000101,0.1009,0.104040
894,11.9969,0.000102,0.1017,0.104045
895,12.0100,0.000092,0.0919,0.104039
896,12.0240,0.000073,0.0729,0.104027
897,12.0386,0.000047,0.0472,0.104014
898,12.0528,0.000018,0.0177,0.104004
899,12.0659,-0.000012,0.0120,0.104002
900,12.0794,-0.000039,0.0388,0.104007
901,12.0936,-0.000060,0.0600,0.104017
902,12.1079,-0.000074,0.0735,0.104026
903,12.1222,-0.000078,0.0783,0.104031
904,12.1360,-0.000075,0.0749,0.104031
905,12.1500,-0.000064,0.0640,0.104026
906,12.1630,-0.000047,0.0468,0.104018
907,12.1767,-0.000025,0.0255,0.104011
908,12.1907,-0.000003,0.0026,0.104007
909,12.2042,0.000019,0.0193,0.104008
910,12.2180,0.000038,0.0379,0.104013
911,12.2316,0.000051,0.0514,0.104018
912,12.2442,0.000059,0.0585,0.104023
913,12.2586,0.000059,0.0592,0.104025
914,12.2728,0.000054,0.0539,0.104023
915,12.2871,0.000043,0.0433,0.104019
916,12.3007,0.000029,0.0286,0.104014
917,12.3145,0.000012,0.0117,0.104011
918,12.3279,-0.000006,0.0056,0.104010
919,12.3425,-0.000021,0.0213,0.104012
920,12.3566,-0.000034,0.0338,0.104015
921,12.3708,-0.000042,0.0420,0.104018
922,12.3846,-0.000045,0.0450,0.104020
923,12.3983,-0.000044,0.0436,0.104020
924,12.4117,-0.000038,0.0378,0.104018
925,12.4252,-0.000028,0.0284,0.104016
926,12.4396,-0.000016,0.0165,0.104013
927,12.4533,-0.000003,0.0035,0.104012
928,12.4672,0.000009,0.0092,0.104012
929,12.4811,0.000020,0.0201,0.104013
930,12.4949,0.000028,0.0283,0.104015
931,12.5082,0.000033,0.0329,0.104017
932,12.5230,0.000034,0.0337,0.104018
933,12.5369,0.000031,0.0314,0.104017
934,12.5506,0.000026,0.0260,0.104016
935,12.5643,0.000018,0.0183,0.104015
936,12.5773,0.000009,0.0090,0.104013
937,12.5910,-0.000001,0.0008,0.104013
938,12.6052,-0.000010,0.0099,0.104013
939,12.6191,-0.000017,0.0173,0.104014
940,12.6329,-0.000022,0.0225,0.104015
941,12.6462,-0.000025,0.0247,0.104016
942,12.6595,-0.000025,0.0246,0.104016
943,12.6733,-0.000022,0.0222,0.104016
944,12.6874,-0.000018,0.0177,0.104015
945,12.7011,-0.000012,0.0116,0.104014
946,12.7147,-0.000005,0.0047,0.104014
947,12.7282,0.000002,0.0023,0.104013
948,12.7419,0.000009,0.0087,0.104014
949,12.7562,0.000014,0.0138,0.104014
950,12.7701,0.000017,0.0170,0.104015
951,12.7836,0.000018,0.0178,0.104015
952,12.7967,0.000017,0.0174,0.104015
953,12.8100,0.000015,0.0155,0.104015
954,12.8239,0.000012,0.0121,0.104015
955,12.8378,0.000008,0.0076,0.104014
956,12.8518,0.000003,0.0027,0.104014
957,12.8651,-0.000002,0.0023,0.104014
958,12.8784,-0.000007,0.0067,0.104014
959,12.8920,-0.000010,0.0101,0.104014
960,12.9063,-0.000012,0.0120,0.104015
961,12.9201,-0.000012,0.0123,0.104015
962,12.9336,-0.000012,0.0121,0.104015
963,12.9465,-0.000011,0.0108,0.104015
964,12.9604,-0.000008,0.0085,0.104014
965,12.9736,-0.000005,0.0054,0.104014
966,12.9878,-0.000002,0.0019,0.104014
967,13.0023,0.000001,0.0015,0.104014
968,13.0161,0.000004,0.0044,0.104014
969,13.0291,0.000007,0.0066,0.104014
970,13.0425,0.000008,0.0076,0.104014
971,13.0557,0.000008,0.0076,0.104014
972,13.0695,0.000008,0.0076,0.104014
973,13.0836,0.000007,0.0070,0.104014
974,13.0967,0.000006,0.0058,0.104014
975,13.1099,0.000004,0.0042,0.104014
976,13.1242,0.000002,0.0023,0.104014
977,13.1377,0.000000,0.0002,0.104014
978,13.1527,-0.000002,0.0017,0.104014
979,13.1661,-0.000003,0.0031,0.104014
980,13.1798,-0.000003,0.0035,0.104014
981,13.1930,-0.000003,0.0035,0.104014
982,13.2066,-0.000003,0.0035,0.104014
983,13.2201,-0.000003,0.0035,0.104014
984,13.2336,-0.000003,0.0035,0.104014
985,13.2466,-0.000003,0.0034,0.104014
986,13.2611,-0.000003,0.0030,0.104014
987,13.2752,-0.000003,0.0026,0.104014
988,13.2887,-0.000002,0.0019,0.104014
989,13.3032,-0.000001,0.0013,0.104014
990,13.3167,-0.000001,0.0005,0.104014
991,13.3297,-0.000000,0.0001,0.104014
992,13.3436,0.000000,0.0001,0.104014
993,13.3579,0.000000,0.0001,0.104014
994,13.3716,0.000000,0.0002,0.104014
995,13.3850,0.000000,0.0002,0.104014
996,13.3988,0.000000,0.0002,0.104014
997,13.4117,0.000000,0.0002,0.104014
998,13.4253,0.000000,0.0002,0.104014
999,13.4397,0.000000,0.0002,0.104014
1000,13.4541,0.000000,0.0002,0.104014
1001,13.4677,0.000000,0.0002,0.104014
1002,13.4812,0.000000,0.0002,0.104014
1003,13.4940,0.000000,0.0002,0.104014
1004,13.5080,0.000000,0.0002,0.104014
1005,13.5217,0.000000,0.0002,0.104014
1006,13.5354,0.000000,0.0002,0.104014
1007,13.5489,0.000000,0.0002,0.104014
1008,13.5617,0.000000,0.0002,0.104014
1009,13.5752,0.000000,0.0002,0.104014
1010,13.5890,0.000000,0.0002,0.104014
1011,13.6022,0.000000,0.0002,0.104014
1012,13.6160,0.000000,0.0002,0.104014
1013,13.6291,0.000000,0.0002,0.104014
1014,13.6426,0.000000,0.0002,0.104014
1015,13.6583,0.000000,0.0002,0.104014
1016,13.6721,0.000000,0.0002,0.104014
1017,13.6857,0.000000,0.0002,0.104014
1018,13.6996,0.000000,0.0002,0.104014
1019,13.7129,0.000000,0.0002,0.104014
1020,13.7267,0.000000,0.0002,0.104014
1021,13.7404,0.000000,0.0002,0.104014
1022,13.7556,0.000000,0.0002,0.104014
1023,13.7700,0.000000,0.0002,0.104014
1024,13.7862,0.000000,0.0002,0.104014
1025,13.7991,0.000000,0.0002,0.104014
1026,13.8128,0.000000,0.0002,0.104014
1027,13.8261,0.000000,0.0002,0.104014
1028,13.8407,0.000000,0.0002,0.104014
1029,13.8550,0.000000,0.0002,0.104014
1030,13.8697,0.000000,0.0002,0.104014
1031,13.8828,0.000000,0.0002,0.104014
1032,13.8971,0.000000,0.0002,0.104014
1033,13.9098,0.000000,0.0002,0.104014
1034,13.9235,0.000000,0.0002,0.104014
1035,13.9374,0.000000,0.0002,0.104014
1036,13.9509,0.000000,0.0002,0.104014
1037,13.9637,0.000000,0.0002,0.104014
1038,13.9772,0.000000,0.0002,0.104014
1039,13.9907,0.000000,0.0002,0.104014
1040,14.0054,0.000000,0.0002,0.104014
1041,14.0200,0.000000,0.0002,0.104014
1042,14.0347,0.000000,0.0002,0.104014
1043,14.0474,0.000000,0.0002,0.104014
1044,14.0607,0.000000,0.0002,0.104014
1045,14.0742,0.000000,0.0002,0.104014
1046,14.0876,0.000000,0.0002,0.104014
1047,14.1014,0.000000,0.0002,0.104014
1048,14.1155,0.000000,0.0002,0.104014
1049,14.1297,0.000000,0.0002,0.104014
1050,14.1441,0.000000,0.0002,0.104014
1051,14.1577,0.000000,0.0002,0.104014
1052,14.1718,0.000000,0.0002,0.104014
1053,14.1870,0.000000,0.0002,0.104014
1054,14.2011,0.000000,0.0002,0.104014
1055,14.2148,0.000000,0.0002,0.104014
1056,14.2282,0.000000,0.0002,0.104014
1057,14.2415,0.000000,0.0002,0.104014
1058,14.2554,0.000000,0.0002,0.104014
1059,14.2690,0.000000,0.0002,0.104014
1060,14.2830,0.000000,0.0002,0.104014
1061,14.2962,0.000000,0.0002,0.104014
1062,14.3097,0.000000,0.0002,0.104014
1063,14.3239,0.000000,0.0002,0.104014
1064,14.3379,0.000000,0.0002,0.104014
1065,14.3524,0.000000,0.0002,0.104014
1066,14.3658,0.000000,0.0002,0.104014
1067,14.3794,0.000000,0.0002,0.104014
1068,14.3935,0.000000,0.0002,0.104014
1069,14.4079,0.000000,0.0002,0.104014
1070,14.4218,0.000000,0.0002,0.104014
1071,14.4352,0.000000,0.0002,0.104014
1072,14.4488,0.000000,0.0002,0.104014
1073,14.4623,0.000000,0.0002,0.104014
1074,14.4770,0.000000,0.0002,0.104014
1075,14.4903,0.000000,0.0002,0.104014
1076,14.5039,0.000000,0.0002,0.104014
1077,14.5174,0.000000,0.0002,0.104014
1078,14.5313,0.000000,0.0002,0.104014
1079,14.5458,0.000000,0.0002,0.104014
1080,14.5613,0.000000,0.0002,0.104014
1081,14.5744,0.000000,0.0002,0.104014
1082,14.5884,0.000000,0.0002,0.104014
1083,14.6021,0.000000,0.0002,0.104014
1084,14.6163,0.000000,0.0002,0.104014
1085,14.6305,0.000000,0.0002,0.104014
1086,14.6448,0.000000,0.0002,0.104014
1087,14.6584,0.000000,0.0002,0.104014
1088,14.6724,0.000000,0.0002,0.104014
1089,14.6860,0.000000,0.0002,0.104014
1090,14.6996,0.000000,0.0002,0.104014
1091,14.7141,0.000000,0.0002,0.104014
1092,14.7287,0.000000,0.0002,0.104014
1093,14.7428,0.000000,0.0002,0.104014
1094,14.7567,0.000000,0.0002,0.104014
1095,14.7702,0.000000,0.0002,0.104014
1096,14.7834,0.000000,0.0002,0.104014
1097,14.7978,0.000000,0.0002,0.104014
1098,14.8120,0.000000,0.0002,0.104014
1099,14.8267,0.000000,0.0002,0.104014
1100,14.8405,0.000000,0.0002,0.104014
1101,14.8542,0.000000,0.0002,0.104014
1102,14.8677,0.000000,0.0002,0.104014
1103,14.8811,0.000000,0.0002,0.104014
1104,14.8965,0.000000,0.0002,0.104014
1105,14.9112,0.000000,0.0002,0.104014
1106,14.9265,0.000000,0.0002,0.104014
1107,14.9405,0.000000,0.0002,0.104014
1108,14.9539,0.000000,0.0002,0.104014
1109,14.9680,0.000000,0.0002,0.104014
1110,14.9812,0.000000,0.0002,0.104014
1111,14.9956,0.000000,0.0002,0.104014
1112,15.0091,0.000000,0.0002,0.104014
1113,15.0220,0.000000,0.0002,0.104014
1114,15.0362,0.000000,0.0002,0.104014
1115,15.0493,0.000000,0.0002,0.104014
1116,15.0636,0.000000,0.0002,0.104014
1117,15.0772,0.000000,0.0002,0.104014
1118,15.0908,0.000000,0.0002,0.104014
1119,15.1038,0.000000,0.0002,0.104014
1120,15.1168,0.000000,0.0002,0.104014
1121,15.1301,0.000000,0.0002,0.104014
1122,15.1438,0.000000,0.0002,0.104014
1123,15.1576,0.000000,0.0002,0.104014
1124,15.1726,0.000000,0.0002,0.104014
1125,15.1862,0.000000,0.0002,0.104014
1126,15.1990,0.000000,0.0002,0.104014
1127,15.2136,0.000000,0.0002,0.104014
1128,15.2281,0.000000,0.0002,0.104014
1129,15.2420,0.000000,0.0002,0.104014
1130,15.2557,0.000000,0.0002,0.104014
1131,15.2696,0.000000,0.0002,0.104014
1132,15.2834,0.000000,0.0002,0.104014
1133,15.2978,0.000000,0.0002,0.104014
1134,15.3121,0.000000,0.0002,0.104014
1135,15.3260,0.000000,0.0002,0.104014
1136,15.3401,0.000000,0.0002,0.104014
1137,15.3536,0.000000,0.0002,0.104014
1138,15.3670,0.000000,0.0002,0.104014
1139,15.3813,0.000000,0.0002,0.104014
1140,15.3948,0.000000,0.0002,0.104014
1141,15.4093,0.000000,0.0002,0.104014
1142,15.4229,0.000000,0.0002,0.104014
1143,15.4381,0.000000,0.0002,0.104014
1144,15.4516,0.000000,0.0002,0.104014
1145,15.4669,0.000000,0.0002,0.104014
1146,15.4806,0.000000,0.0002,0.104014
1147,15.4944,0.000000,0.0002,0.104014
1148,15.5081,0.000000,0.0002,0.104014
1149,15.5217,0.000000,0.0002,0.104014
1150,15.5349,0.000000,0.0002,0.104014
1151,15.5481,0.000000,0.0002,0.104014
1152,15.5621,0.000000,0.0002,0.104014
1153,15.5762,0.000000,0.0002,0.104014
1154,15.5898,0.000000,0.0002,0.104014
1155,15.6032,0.000000,0.0002,0.104014
1156,15.6174,0.000000,0.0002,0.104014
1157,15.6311,0.000000,0.0002,0.104014
1158,15.6446,0.000000,0.0002,0.104014
1159,15.6585,0.000000,0.0002,0.104014
1160,15.6723,0.000000,0.0002,0.104014
1161,15.6855,0.000000,0.0002,0.104014
1162,15.7005,0.000000,0.0002,0.104014
1163,15.7137,0.000000,0.0002,0.104014
1164,15.7286,0.000000,0.0002,0.104014
1165,15.7422,0.000000,0.0002,0.104014
1166,15.7573,0.000000,0.0002,0.104014
1167,15.7721,0.000000,0.0002,0.104014
1168,15.7853,0.000000,0.0002,0.104014
1169,15.7996,0.000000,0.0002,0.104014
1170,15.8132,0.000000,0.0002,0.104014
1171,15.8282,0.000000,0.0002,0.104014
1172,15.8424,0.000000,0.0002,0.104014
1173,15.8570,0.000000,0.0002,0.104014
1174,15.8717,0.000000,0.0002,0.104014
1175,15.8859,0.000000,0.0002,0.104014
1176,15.8984,0.000000,0.0002,0.104014
1177,15.9116,0.000000,0.0002,0.104014
1178,15.9253,0.000000,0.0002,0.104014
1179,15.9398,0.000000,0.0002,0.104014
1180,15.9534,0.000000,0.0002,0.104014
1181,15.9678,0.000000,0.0002,0.104014
1182,15.9812,0.000000,0.0002,0.104014
1183,15.9949,0.000000,0.0002,0.104014
1184,16.0091,0.000000,0.0002,0.104014
1185,16.0225,0.000000,0.0002,0.104014
1186,16.0369,0.000000,0.0002,0.104014
1187,16.0503,0.000000,0.0002,0.104014
1188,16.0636,0.000000,0.0002,0.104014
1189,16.0781,0.000000,0.0002,0.104014
1190,16.0939,0.000000,0.0002,0.104014
1191,16.1087,0.000000,0.0002,0.104014
1192,16.1239,0.000000,0.0002,0.104014
1193,16.1378,0.000000,0.0002,0.104014
1194,16.1518,0.000000,0.0002,0.104014
1195,16.1653,0.000000,0.0002,0.104014
1196,16.1799,0.000000,0.0002,0.104014
1197,16.1939,0.000000,0.0002,0.104014
1198,16.2080,0.000000,0.0002,0.104014
1199,16.2228,0.000000,0.0002,0.104014
1200,16.2369,0.000000,0.0002,0.104014
1201,16.2501,0.000000,0.0002,0.104014
1202,16.2645,0.000000,0.0002,0.104014
1203,16.2786,0.000000,0.0002,0.104014
1204,16.2931,0.000000,0.0002,0.104014
1205,16.3072,0.000000,0.0002,0.104014
1206,16.3207,0.000000,0.0002,0.104014
1207,16.3333,0.000000,0.0002,0.104014
1208,16.3471,0.000000,0.0002,0.104014
1209,16.3611,0.000000,0.0002,0.104014
1210,16.3756,0.000000,0.0002,0.104014
1211,16.3904,0.000000,0.0002,0.104014
1212,16.4035,0.000000,0.0002,0.104014
1213,16.4165,0.000000,0.0002,0.104014
1214,16.4305,0.000000,0.0002,0.104014
1215,16.4455,0.000000,0.0002,0.104014
1216,16.4610,0.000000,0.0002,0.104014
1217,16.4789,0.000000,0.0002,0.104014
1218,16.4965,0.000000,0.0002,0.094279
1219,16.5094,0.000000,0.0002,0.094279
1220,16.5247,-0.000000,0.0001,0.094279
1221,16.5385,-0.000004,0.0045,0.094296
1222,16.5520,-0.000017,0.0175,0.094345
1223,16.5658,-0.000047,0.0466,0.094427
1224,16.5795,-0.000100,0.0997,0.094589
1225,16.5945,-0.000188,0.1881,0.094828
1226,16.6084,-0.000310,0.3104,0.094982
1227,16.6219,-0.000473,0.4726,0.095367
1228,16.6352,-0.000681,0.6814,0.095820
1229,16.6495,-0.000936,0.9361,0.096302
1230,16.6636,-0.001217,1.2169,0.096548
1231,16.6776,-0.001518,1.5176,0.097034
1232,16.6916,-0.001821,1.8212,0.097503
1233,16.7049,-0.002110,2.1101,0.097943
1234,16.7184,-0.002357,2.3575,0.098329
1235,16.7320,-0.002549,2.5487,0.098805
1236,16.7471,-0.002674,2.6741,0.099207
1237,16.7608,-0.002727,2.7271,0.099599
1238,16.7760,-0.002707,2.7069,0.099936
1239,16.7899,-0.002618,2.6176,0.100217
