Step,Time,X_Pos_m,Deflection_mm,Force_N
1240,16.8037,-0.002472,2.4716,0.100393
1241,16.8175,-0.002284,2.2839,0.100490
1242,16.8313,-0.002080,2.0801,0.100691
1243,16.8462,-0.001880,1.8795,0.100542
1244,16.8602,-0.001697,1.6968,0.100359
1245,16.8742,-0.001542,1.5416,0.100182
1246,16.8876,-0.001423,1.4234,0.100012
1247,16.9010,-0.001348,1.3482,0.099885
1248,16.9153,-0.001316,1.3159,0.099824
1249,16.9292,-0.001326,1.3262,0.099969
1250,16.9430,-0.001370,1.3697,0.099987
1251,16.9564,-0.001437,1.4371,0.100024
1252,16.9699,-0.001515,1.5150,0.100118
1253,16.9840,-0.001593,1.5934,0.100372
1254,16.9982,-0.001661,1.6615,0.100436
1255,17.0114,-0.001711,1.7105,0.100470
1256,17.0258,-0.001737,1.7367,0.100450
1257,17.0397,-0.001739,1.7388,0.100491
1258,17.0541,-0.001720,1.7198,0.100319
1259,17.0690,-0.001687,1.6872,0.100062
1260,17.0830,-0.001658,1.6583,0.099698
1261,17.0985,-0.001647,1.6467,0.099305
1262,17.1121,-0.001664,1.6640,0.098910
1263,17.1258,-0.001717,1.7173,0.098542
1264,17.1408,-0.001802,1.8023,0.098353
1265,17.1544,-0.001909,1.9092,0.098280
1266,17.1691,-0.002024,2.0237,0.098305
1267,17.1824,-0.002131,2.1313,0.098363
1268,17.1969,-0.002219,2.2194,0.098445
1269,17.2104,-0.002278,2.2785,0.098540
1270,17.2244,-0.002303,2.3032,0.098635
1271,17.2385,-0.002293,2.2931,0.098718
1272,17.2523,-0.002251,2.2514,0.098779
1273,17.2672,-0.002186,2.1855,0.098811
1274,17.2808,-0.002105,2.1051,0.098813
1275,17.2941,-0.002021,2.0208,0.098786
1276,17.3078,-0.001943,1.9432,0.098734
1277,17.3215,-0.001881,1.8815,0.098667
1278,17.3360,-0.001842,1.8419,0.098594
1279,17.3497,-0.001828,1.8279,0.098523
1280,17.3642,-0.001839,1.8394,0.098464
1281,17.3774,-0.001873,1.8734,0.098424
1282,17.3924,-0.001924,1.9242,0.098406
1283,17.4066,-0.001984,1.9845,0.098411
1284,17.4217,-0.002046,2.0463,0.098438
1285,17.4354,-0.002102,2.1019,0.098481
1286,17.4487,-0.002145,2.1450,0.098535
1287,17.4631,-0.002171,2.1712,0.098591
1288,17.4770,-0.002178,2.1783,0.098643
1289,17.4920,-0.002167,2.1668,0.098684
1290,17.5071,-0.002139,2.1394,0.098710
1291,17.5227,-0.002100,2.1004,0.098719
1292,17.5373,-0.002055,2.0554,0.098709
1293,17.5515,-0.002010,2.0103,0.098684
1294,17.5672,-0.001970,1.9705,0.098648
1295,17.5809,-0.001941,1.9405,0.098606
1296,17.5957,-0.001923,1.9234,0.098563
1297,17.6105,-0.001920,1.9204,0.098526
1298,17.6249,-0.001931,1.9309,0.098498
1299,17.6390,-0.001953,1.9527,0.098482
1300,17.6529,-0.001982,1.9824,0.098480
1301,17.6663,-0.002016,2.0158,0.098490
1302,17.6814,-0.002049,2.0487,0.098512
1303,17.6950,-0.002077,2.0770,0.098541
1304,17.7087,-0.002098,2.0976,0.098574
1305,17.7227,-0.002109,2.1086,0.098606
1306,17.7367,-0.002109,2.1091,0.098633
1307,17.7501,-0.002100,2.1000,0.098652
1308,17.7636,-0.002083,2.0828,0.098661
1309,17.7801,-0.002060,2.0602,0.098659
1310,17.7950,-0.002035,2.0354,0.098648
1311,17.8100,-0.002011,2.0115,0.098629
1312,17.8244,-0.001991,1.9913,0.098606
1313,17.8383,-0.001977,1.9771,0.098581
1314,17.8538,-0.001970,1.9702,0.098557
1315,17.8683,-0.001971,1.9710,0.098538
1316,17.8815,-0.001979,1.9788,0.098526
1317,17.8948,-0.001992,1.9922,0.098522
1318,17.9090,-0.002009,2.0092,0.098525
1319,17.9233,-0.002028,2.0276,0.098536
1320,17.9372,-0.002045,2.0448,0.098551
1321,17.9523,-0.002059,2.0590,0.098570
1322,17.9662,-0.002069,2.0687,0.098589
1323,17.9801,-0.002073,2.0728,0.098606
1324,17.9934,-0.002071,2.0714,0.098619
1325,18.0072,-0.002065,2.0649,0.098626
1326,18.0210,-0.002054,2.0544,0.098628
1327,18.0347,-0.002042,2.0416,0.098623
1328,18.0493,-0.002028,2.0280,0.098614
1329,18.0628,-0.002015,2.0155,0.098602
1330,18.0772,-0.002005,2.0054,0.098587
1331,18.0914,-0.001999,1.9989,0.098573
1332,18.1067,-0.001997,1.9965,0.098561
1333,18.1207,-0.001998,1.9982,0.098552
1334,18.1347,-0.002004,2.0035,0.098548
1335,18.1485,-0.002012,2.0116,0.098548
1336,18.1615,-0.002021,2.0212,0.098552
1337,18.1756,-0.002031,2.0311,0.098560
1338,18.1899,-0.002040,2.0401,0.098570
1339,18.2048,-0.002047,2.0471,0.098581
1340,18.2203,-0.002051,2.0514,0.098592
1341,18.2350,-0.002053,2.0527,0.098600
1342,18.2486,-0.002051,2.0510,0.098606
1343,18.2628,-0.002047,2.0467,0.098609
1344,18.2778,-0.002040,2.0405,0.098608
1345,18.2931,-0.002033,2.0332,0.098603
1346,18.3075,-0.002026,2.0259,0.098596
1347,18.3217,-0.002019,2.0194,0.098588
1348,18.3359,-0.002014,2.0144,0.098580
1349,18.3492,-0.002012,2.0116,0.098572
1350,18.3632,-0.002011,2.0110,0.098567
1351,18.3768,-0.002013,2.0126,0.098563
1352,18.3920,-0.002016,2.0161,0.098562
1353,18.4052,-0.002021,2.0208,0.098563
1354,18.4191,-0.002026,2.0262,0.098567
1355,18.4330,-0.002032,2.0315,0.098573
1356,18.4465,-0.002036,2.0361,0.098579
1357,18.4609,-0.002039,2.0395,0.098585
1358,18.4753,-0.002041,2.0413,0.098591
1359,18.4925,-0.002041,2.0414,0.098595
1360,18.5071,-0.002040,2.0400,0.098597
1361,18.5210,-0.002037,2.0372,0.098597
1362,18.5346,-0.002034,2.0336,0.098595
1363,18.5484,-0.002030,2.0296,0.098592
1364,18.5647,-0.002026,2.0256,0.098588
1365,18.5781,-0.002022,2.0223,0.098583
1366,18.5922,-0.002020,2.0199,0.098578
1367,18.6058,-0.002019,2.0188,0.098574
1368,18.6194,-0.001780,1.7797,0.114697
1369,18.6343,-0.001390,1.3896,0.108799
1370,18.6478,-0.000863,0.8625,0.103376
1371,18.6618,-0.000267,0.2667,0.099943
1372,18.6759,0.000325,0.3249,0.099403
1373,18.6901,0.000849,0.8495,0.101749
1374,18.7041,0.001254,1.2537,0.105516
1375,18.7184,0.001501,1.5008,0.108978
1376,18.7325,0.001573,1.5734,0.110766
1377,18.7461,0.001474,1.4736,0.110342
1378,18.7600,0.001220,1.2205,0.108058
1379,18.7737,0.000849,0.8489,0.104935
1380,18.7878,0.000405,0.4049,0.102292
1381,18.8020,-0.000059,0.0594,0.101174
1382,18.8157,-0.000492,0.4924,0.101886
1383,18.8296,-0.000849,0.8489,0.103891
1384,18.8441,-0.001095,1.0947,0.106180
1385,18.8582,-0.001210,1.2095,0.107772
1386,18.8726,-0.001189,1.1887,0.108098
1387,18.8864,-0.001041,1.0415,0.107143
1388,18.9030,-0.000790,0.7900,0.105385
1389,18.9180,-0.000467,0.4666,0.103586
1390,18.9321,-0.000110,0.1100,0.102476
1391,18.9465,0.000239,0.2395,0.102436
1392,18.9614,0.000544,0.5444,0.103353
1393,18.9765,0.000774,0.7742,0.104724
1394,18.9913,0.000908,0.9085,0.105925
1395,19.0061,0.000938,0.9381,0.106479
1396,19.0196,0.000866,0.8658,0.106223
1397,19.0344,0.000704,0.7044,0.105329
1398,19.0492,0.000476,0.4758,0.104204
1399,19.0637,0.000208,0.2080,0.103319
1400,19.0786,-0.000068,0.0678,0.103004
1401,19.0937,-0.000322,0.3216,0.103321
1402,19.1082,-0.000527,0.5271,0.104063
1403,19.1230,-0.000665,0.6650,0.104869
1404,19.1377,-0.000724,0.7240,0.105398
1405,19.1512,-0.000703,0.7026,0.105459
1406,19.1655,-0.000607,0.6070,0.105071
1407,19.1792,-0.000451,0.4513,0.104425
1408,19.1936,-0.000255,0.2554,0.103803
1409,19.2087,-0.000042,0.0424,0.103449
1410,19.2229,0.000164,0.1637,0.103475
1411,19.2376,0.000341,0.3411,0.103825
1412,19.2516,0.000472,0.4724,0.104316
1413,19.2661,0.000546,0.5459,0.104727
1414,19.2807,0.000557,0.5570,0.104896
1415,19.2949,0.000508,0.5081,0.104776
1416,19.3094,0.000407,0.4073,0.104441
1417,19.3238,0.000268,0.2681,0.104043
1418,19.3382,0.000108,0.1076,0.103747
1419,19.3528,-0.000056,0.0559,0.103658
1420,19.3668,-0.000205,0.2047,0.103789
1421,19.3803,-0.000323,0.3234,0.104059
1422,19.3942,-0.000401,0.4011,0.104340
1423,19.4080,-0.000431,0.4315,0.104514
1424,19.4220,-0.000414,0.4144,0.104520
1425,19.4363,-0.000354,0.3539,0.104370
1426,19.4499,-0.000259,0.2586,0.104138
1427,19.4634,-0.000141,0.1407,0.103923
1428,19.4776,-0.000014,0.0140,0.103810
1429,19.4916,0.000107,0.1075,0.103831
1430,19.5053,0.000211,0.2109,0.103961
1431,19.5195,0.000286,0.2860,0.104135
1432,19.5330,0.000326,0.3264,0.104275
1433,19.5465,0.000330,0.3299,0.104326
1434,19.5602,0.000298,0.2981,0.104276
1435,19.5744,0.000236,0.2360,0.104153
1436,19.5882,0.000152,0.1519,0.104014
1437,19.6017,0.000056,0.0561,0.103914
1438,19.6151,-0.000041,0.0407,0.103890
1439,19.6299,-0.000128,0.1279,0.103941
1440,19.6443,-0.000197,0.1966,0.104038
1441,19.6577,-0.000241,0.2406,0.104135
1442,19.6723,-0.000256,0.2563,0.104193
1443,19.6858,-0.000244,0.2442,0.104190
1444,19.6989,-0.000207,0.2067,0.104134
1445,19.7121,-0.000149,0.1490,0.104052
1446,19.7265,-0.000078,0.0784,0.103978
1447,19.7407,-0.000003,0.0032,0.103941
1448,19.7549,0.000068,0.0683,0.103951
1449,19.7685,0.000129,0.1286,0.103999
1450,19.7824,0.000172,0.1719,0.104060
1451,19.7956,0.000194,0.1943,0.104108
1452,19.8094,0.000195,0.1950,0.104124
1453,19.8235,0.000175,0.1750,0.104104
1454,19.8375,0.000137,0.1374,0.104060
1455,19.8521,0.000087,0.0870,0.104011
1456,19.8654,0.000030,0.0301,0.103978
1457,19.8786,-0.000027,0.0271,0.103971
1458,19.8925,-0.000078,0.0782,0.103990
1459,19.9061,-0.000118,0.1182,0.104024
1460,19.9200,-0.000143,0.1433,0.104058
1461,19.9348,-0.000152,0.1517,0.104077
1462,19.9487,-0.000144,0.1439,0.104075
1463,19.9629,-0.000121,0.1212,0.104055
1464,19.9777,-0.000087,0.0867,0.104026
1465,19.9917,-0.000045,0.0448,0.104001
1466,20.0057,-0.000000,0.0003,0.103988
1467,20.0194,0.000042,0.0418,0.103993
1468,20.0327,0.000077,0.0771,0.104010
1469,20.0461,0.000102,0.1022,0.104031
1470,20.0597,0.000115,0.1150,0.104047
1471,20.0732,0.000115,0.1150,0.104052
1472,20.0866,0.000103,0.1030,0.104045
1473,20.1000,0.000081,0.0807,0.104030
1474,20.1136,0.000051,0.0509,0.104013
1475,20.1273,0.000017,0.0173,0.104001
1476,20.1412,-0.000016,0.0164,0.103999
1477,20.1564,-0.000046,0.0465,0.104006
1478,20.1709,-0.000070,0.0699,0.104018
1479,20.1850,-0.000084,0.0845,0.104029
1480,20.1989,-0.000089,0.0893,0.104036
1481,20.2134,-0.000085,0.0847,0.104035
1482,20.2285,-0.000071,0.0715,0.104028
1483,20.2433,-0.000051,0.0513,0.104018
1484,20.2570,-0.000027,0.0267,0.104010
1485,20.2711,-0.000001,0.0006,0.104005
1486,20.2853,0.000024,0.0242,0.104007
1487,20.2995,0.000045,0.0449,0.104012
1488,20.3124,0.000060,0.0598,0.104020
1489,20.3258,0.000067,0.0673,0.104025
1490,20.3392,0.000067,0.0674,0.104027
1491,20.3542,0.000061,0.0607,0.104025
1492,20.3677,0.000048,0.0480,0.104020
1493,20.3822,0.000031,0.0308,0.104014
1494,20.3954,0.000011,0.0112,0.104010
1495,20.4098,-0.000008,0.0085,0.104009
1496,20.4234,-0.000026,0.0262,0.104011
1497,20.4368,-0.000040,0.0401,0.104015
1498,20.4500,-0.000049,0.0488,0.104019
1499,20.4632,-0.000052,0.0518,0.104021
1500,20.4770,-0.000050,0.0496,0.104021
1501,20.4918,-0.000042,0.0424,0.104019
1502,20.5055,-0.000031,0.0312,0.104016
1503,20.5192,-0.000017,0.0172,0.104013
1504,20.5332,-0.000002,0.0022,0.104011
1505,20.5470,0.000012,0.0123,0.104011
1506,20.5604,0.000025,0.0246,0.104013
1507,20.5740,0.000034,0.0336,0.104016
1508,20.5877,0.000038,0.0384,0.104018
1509,20.6029,0.000039,0.0389,0.104019
1510,20.6165,0.000036,0.0358,0.104018
1511,20.6315,0.000029,0.0291,0.104016
1512,20.6471,0.000020,0.0198,0.104014
1513,20.6626,0.000009,0.0088,0.104013
1514,20.6794,-0.000003,0.0026,0.104012
1515,20.6941,-0.000013,0.0129,0.104013
1516,20.7089,-0.000021,0.0213,0.104014
1517,20.7239,-0.000027,0.0268,0.104016
1518,20.7372,-0.000029,0.0290,0.104016
1519,20.7511,-0.000029,0.0286,0.104017
1520,20.7652,-0.000025,0.0253,0.104016
1521,20.7794,-0.000020,0.0197,0.104015
1522,20.7933,-0.000012,0.0123,0.104014
1523,20.8074,-0.000004,0.0040,0.104013
1524,20.8202,0.000004,0.0042,0.104013
1525,20.8334,0.000011,0.0114,0.104014
1526,20.8498,0.000017,0.0171,0.104014
1527,20.8631,0.000020,0.0205,0.104015
1528,20.8779,0.000021,0.0212,0.104015
1529,20.8922,0.000020,0.0205,0.104015
1530,20.9062,0.000018,0.0177,0.104015
1531,20.9197,0.000013,0.0133,0.104014
1532,20.9340,0.000008,0.0078,0.104014
1533,20.9476,0.000002,0.0018,0.104014
1534,20.9610,-0.000004,0.0040,0.104014
1535,20.9753,-0.000009,0.0091,0.104014
1536,20.9888,-0.000013,0.0128,0.104014
1537,21.0028,-0.000015,0.0148,0.104015
1538,21.0164,-0.000015,0.0151,0.104015
1539,21.0301,-0.000014,0.0145,0.104015
1540,21.0440,-0.000012,0.0124,0.104015
1541,21.0576,-0.000009,0.0092,0.104014
1542,21.0712,-0.000005,0.0053,0.104014
1543,21.0849,-0.000001,0.0011,0.104014
1544,21.0998,0.000003,0.0029,0.104014
1545,21.1138,0.000006,0.0064,0.104014
1546,21.1283,0.000009,0.0089,0.104014
1547,21.1422,0.000010,0.0097,0.104014
1548,21.1572,0.000010,0.0098,0.104014
1549,21.1707,0.000010,0.0096,0.104014
1550,21.1854,0.000008,0.0085,0.104014
1551,21.2011,0.000007,0.0066,0.104014
1552,21.2150,0.000004,0.0041,0.104014
1553,21.2290,0.000001,0.0014,0.104014
1554,21.2435,-0.000001,0.0011,0.104014
1555,21.2581,-0.000003,0.0033,0.104014
1556,21.2732,-0.000005,0.0049,0.104014
1557,21.2887,-0.000005,0.0052,0.104014
1558,21.3036,-0.000005,0.0052,0.104014
1559,21.3172,-0.000005,0.0052,0.104014
1560,21.3312,-0.000005,0.0052,0.104014
1561,21.3449,-0.000005,0.0048,0.104014
1562,21.3590,-0.000004,0.0040,0.104014
1563,21.3733,-0.000003,0.0029,0.104014
1564,21.3874,-0.000002,0.0016,0.104014
1565,21.4014,-0.000000,0.0002,0.104014
1566,21.4144,0.000001,0.0008,0.104014
1567,21.4283,0.000001,0.0013,0.104014
1568,21.4417,0.000001,0.0015,0.104014
1569,21.4554,0.000001,0.0015,0.104014
1570,21.4695,0.000001,0.0015,0.104014
1571,21.4827,0.000001,0.0015,0.104014
1572,21.4962,0.000001,0.0015,0.104014
1573,21.5102,0.000001,0.0015,0.104014
1574,21.5246,0.000001,0.0015,0.104014
1575,21.5382,0.000001,0.0015,0.104014
1576,21.5523,0.000001,0.0015,0.104014
1577,21.5656,0.000001,0.0015,0.104014
1578,21.5797,0.000001,0.0015,0.104014
1579,21.5942,0.000001,0.0015,0.104014
1580,21.6083,0.000001,0.0015,0.104014
1581,21.6214,0.000001,0.0015,0.104014
1582,21.6363,0.000001,0.0015,0.104014
1583,21.6514,0.000001,0.0015,0.104014
1584,21.6656,0.000001,0.0015,0.104014
1585,21.6791,0.000001,0.0013,0.104014
1586,21.6927,0.000001,0.0012,0.104014
1587,21.7066,0.000001,0.0011,0.104014
1588,21.7225,0.000001,0.0011,0.104014
1589,21.7360,0.000001,0.0011,0.104014
1590,21.7501,0.000001,0.0011,0.104014
1591,21.7636,0.000001,0.0011,0.104014
1592,21.7782,0.000001,0.0011,0.104014
1593,21.7918,0.000001,0.0011,0.104014
1594,21.8062,0.000001,0.0011,0.104014
1595,21.8213,0.000001,0.0011,0.104014
1596,21.8348,0.000001,0.0011,0.104014
1597,21.8491,0.000001,0.0011,0.104014
1598,21.8635,0.000001,0.0011,0.104014
1599,21.8772,0.000001,0.0011,0.104014
1600,21.8906,0.000001,0.0011,0.104014
1601,21.9041,0.000001,0.0011,0.104014
1602,21.9184,0.000001,0.0011,0.104014
1603,21.9335,0.000001,0.0011,0.104014
1604,21.9473,0.000001,0.0011,0.104014
1605,21.9608,0.000001,0.0011,0.104014
1606,21.9747,0.000001,0.0011,0.104014
1607,21.9880,0.000001,0.0011,0.104014
1608,22.0026,0.000001,0.0011,0.104014
1609,22.0156,0.000001,0.0011,0.104014
1610,22.0288,0.000001,0.0011,0.104014
1611,22.0422,0.000001,0.0011,0.104014
1612,22.0561,0.000001,0.0011,0.104014
1613,22.0706,0.000001,0.0011,0.104014
1614,22.0837,0.000001,0.0011,0.104014
1615,22.0968,0.000001,0.0011,0.104014
1616,22.1114,0.000001,0.0011,0.104014
