Step,Time,JointName,Fx,Fy,Fz,Tx,Ty,Tz,F_norm
10,0.1280,Trunk_02,0.000000,-0.042854,0.648198,0.069708,0.000000,0.000000,0.649613
10,0.1280,Trunk_03,0.000000,-0.001203,0.154092,0.000031,0.000000,0.000000,0.154096
10,0.1280,Link_01,0.000000,-0.276177,0.202443,0.066895,0.000000,0.000000,0.342428
10,0.1280,Link_02,0.000000,-0.270497,0.138896,0.053627,0.000000,0.000000,0.304073
10,0.1280,Link_03,0.000000,-0.250275,0.087915,0.040796,0.000000,0.000000,0.265267
10,0.1280,Link_04,0.000000,-0.219127,0.052950,0.029080,0.000000,0.000000,0.225434
10,0.1280,Link_05,0.000000,-0.181577,0.030650,0.019000,0.000000,0.000000,0.184146
10,0.1280,Link_06,0.000000,-0.140078,0.017085,0.010873,0.000000,0.000000,0.141116
10,0.1280,Link_07,0.000000,-0.095750,0.008814,0.004902,0.000000,0.000000,0.096155
10,0.1280,Link_08,0.000000,-0.049022,0.003455,0.001235,0.000000,0.000000,0.049144
20,0.2438,Trunk_02,0.000000,-0.032640,0.689444,0.081537,0.000000,0.000000,0.690216
20,0.2438,Trunk_03,0.000000,-0.001556,0.154087,0.000040,0.000000,0.000000,0.154095
20,0.2438,Link_01,0.000000,-0.300234,0.236873,0.078723,0.000000,0.000000,0.382426
20,0.2438,Link_02,0.000000,-0.306062,0.156796,0.064123,0.000000,0.000000,0.343888
20,0.2438,Link_03,0.000000,-0.290484,0.091612,0.049342,0.000000,0.000000,0.304588
20,0.2438,Link_04,0.000000,-0.258725,0.049094,0.035486,0.000000,0.000000,0.263342
20,0.2438,Link_05,0.000000,-0.217626,0.024963,0.023378,0.000000,0.000000,0.219053
20,0.2438,Link_06,0.000000,-0.170434,0.013015,0.013490,0.000000,0.000000,0.170930
20,0.2438,Link_07,0.000000,-0.118271,0.007334,0.006131,0.000000,0.000000,0.118498
20,0.2438,Link_08,0.000000,-0.061434,0.003620,0.001555,0.000000,0.000000,0.061541
30,0.3552,Trunk_02,0.000000,0.009105,0.572112,0.039671,0.000000,0.000000,0.572185
30,0.3552,Trunk_03,0.000000,-0.000378,0.154090,0.000009,0.000000,0.000000,0.154090
30,0.3552,Link_01,0.000000,-0.183375,0.190085,0.038548,0.000000,0.000000,0.264119
30,0.3552,Link_02,0.000000,-0.170020,0.148457,0.029869,0.000000,0.000000,0.225713
30,0.3552,Link_03,0.000000,-0.149358,0.113862,0.021881,0.000000,0.000000,0.187809
30,0.3552,Link_04,0.000000,-0.123752,0.086703,0.014953,0.000000,0.000000,0.151102
30,0.3552,Link_05,0.000000,-0.096389,0.064884,0.009323,0.000000,0.000000,0.116193
30,0.3552,Link_06,0.000000,-0.069369,0.046436,0.005067,0.000000,0.000000,0.083477
30,0.3552,Link_07,0.000000,-0.043943,0.029922,0.002159,0.000000,0.000000,0.053163
30,0.3552,Link_08,0.000000,-0.020751,0.014535,0.000508,0.000000,0.000000,0.025335
40,0.4677,Trunk_02,0.000000,0.024711,0.577963,0.036206,0.000000,0.000000,0.578491
40,0.4677,Trunk_03,0.000000,-0.000343,0.154093,0.000008,0.000000,0.000000,0.154094
40,0.4677,Link_01,0.000000,-0.176410,0.205692,0.035467,0.000000,0.000000,0.270980
40,0.4677,Link_02,0.000000,-0.161580,0.167499,0.027220,0.000000,0.000000,0.232732
40,0.4677,Link_03,0.000000,-0.140678,0.134961,0.019789,0.000000,0.000000,0.194948
40,0.4677,Link_04,0.000000,-0.115713,0.107830,0.013438,0.000000,0.000000,0.158167
40,0.4677,Link_05,0.000000,-0.089453,0.084181,0.008330,0.000000,0.000000,0.122834
40,0.4677,Link_06,0.000000,-0.063819,0.062398,0.004506,0.000000,0.000000,0.089254
40,0.4677,Link_07,0.000000,-0.040015,0.041411,0.001915,0.000000,0.000000,0.057586
40,0.4677,Link_08,0.000000,-0.018673,0.020670,0.000456,0.000000,0.000000,0.027855
50,0.5794,Trunk_02,0.000000,-0.021031,0.644444,0.065334,0.000000,0.000000,0.644787
50,0.5794,Trunk_03,0.000000,-0.001090,0.154092,0.000028,0.000000,0.000000,0.154095
50,0.5794,Link_01,0.000000,-0.258285,0.216144,0.063080,0.000000,0.000000,0.336793
50,0.5794,Link_02,0.000000,-0.254508,0.155526,0.050679,0.000000,0.000000,0.298266
50,0.5794,Link_03,0.000000,-0.236572,0.106425,0.038593,0.000000,0.000000,0.259408
50,0.5794,Link_04,0.000000,-0.207613,0.072038,0.027506,0.000000,0.000000,0.219756
50,0.5794,Link_05,0.000000,-0.172091,0.048960,0.017952,0.000000,0.000000,0.178920
50,0.5794,Link_06,0.000000,-0.132557,0.033144,0.010254,0.000000,0.000000,0.136638
50,0.5794,Link_07,0.000000,-0.090337,0.021072,0.004612,0.000000,0.000000,0.092762
50,0.5794,Link_08,0.000000,-0.046075,0.010352,0.001159,0.000000,0.000000,0.047224
60,0.7023,Trunk_02,0.000000,-0.018805,0.643306,0.065474,0.000000,0.000000,0.643581
60,0.7023,Trunk_03,0.000000,-0.001099,0.154090,0.000028,0.000000,0.000000,0.154094
60,0.7023,Link_01,0.000000,-0.255944,0.216979,0.063265,0.000000,0.000000,0.335541
60,0.7023,Link_02,0.000000,-0.253493,0.154787,0.050926,0.000000,0.000000,0.297014
60,0.7023,Link_03,0.000000,-0.236164,0.104403,0.038799,0.000000,0.000000,0.258212
60,0.7023,Link_04,0.000000,-0.207339,0.069585,0.027642,0.000000,0.000000,0.218704
60,0.7023,Link_05,0.000000,-0.171828,0.046788,0.018027,0.000000,0.000000,0.178084
60,0.7023,Link_06,0.000000,-0.132317,0.031643,0.010287,0.000000,0.000000,0.136048
60,0.7023,Link_07,0.000000,-0.090150,0.020291,0.004619,0.000000,0.000000,0.092405
60,0.7023,Link_08,0.000000,-0.045967,0.010104,0.001157,0.000000,0.000000,0.047064
70,0.8172,Trunk_02,0.000000,0.007647,0.592047,0.045201,0.000000,0.000000,0.592096
70,0.8172,Trunk_03,0.000000,-0.000558,0.154091,0.000014,0.000000,0.000000,0.154092
70,0.8172,Link_01,0.000000,-0.199116,0.202507,0.043939,0.000000,0.000000,0.284000
70,0.8172,Link_02,0.000000,-0.188273,0.157631,0.034489,0.000000,0.000000,0.245549
70,0.8172,Link_03,0.000000,-0.168747,0.120549,0.025633,0.000000,0.000000,0.207383
70,0.8172,Link_04,0.000000,-0.142821,0.091990,0.017799,0.000000,0.000000,0.169882
70,0.8172,Link_05,0.000000,-0.113846,0.069466,0.011294,0.000000,0.000000,0.133366
70,0.8172,Link_06,0.000000,-0.084028,0.050508,0.006258,0.000000,0.000000,0.098040
70,0.8172,Link_07,0.000000,-0.054712,0.033236,0.002724,0.000000,0.000000,0.064016
70,0.8172,Link_08,0.000000,-0.026619,0.016532,0.000659,0.000000,0.000000,0.031335
80,0.9299,Trunk_02,0.000000,0.006676,0.600421,0.047090,0.000000,0.000000,0.600458
80,0.9299,Trunk_03,0.000000,-0.000617,0.154093,0.000015,0.000000,0.000000,0.154094
80,0.9299,Link_01,0.000000,-0.205944,0.207490,0.045770,0.000000,0.000000,0.292344
80,0.9299,Link_02,0.000000,-0.195462,0.162001,0.036011,0.000000,0.000000,0.253870
80,0.9299,Link_03,0.000000,-0.176077,0.124375,0.026863,0.000000,0.000000,0.215574
80,0.9299,Link_04,0.000000,-0.149966,0.095321,0.018741,0.000000,0.000000,0.177696
80,0.9299,Link_05,0.000000,-0.120410,0.072292,0.011959,0.000000,0.000000,0.140445
80,0.9299,Link_06,0.000000,-0.089583,0.052781,0.006670,0.000000,0.000000,0.103976
80,0.9299,Link_07,0.000000,-0.058829,0.034870,0.002926,0.000000,0.000000,0.068387
80,0.9299,Link_08,0.000000,-0.028881,0.017416,0.000718,0.000000,0.000000,0.033726
90,1.0405,Trunk_02,0.000000,-0.012771,0.633675,0.060952,0.000000,0.000000,0.633804
90,1.0405,Trunk_03,0.000000,-0.000978,0.154091,0.000025,0.000000,0.000000,0.154095
90,1.0405,Link_01,0.000000,-0.244477,0.215160,0.058958,0.000000,0.000000,0.325673
90,1.0405,Link_02,0.000000,-0.239657,0.158149,0.047239,0.000000,0.000000,0.287135
90,1.0405,Link_03,0.000000,-0.221814,0.111821,0.035865,0.000000,0.000000,0.248406
90,1.0405,Link_04,0.000000,-0.193800,0.078795,0.025475,0.000000,0.000000,0.209206
90,1.0405,Link_05,0.000000,-0.159825,0.055808,0.016563,0.000000,0.000000,0.169289
90,1.0405,Link_06,0.000000,-0.122391,0.039091,0.009421,0.000000,0.000000,0.128483
90,1.0405,Link_07,0.000000,-0.082876,0.025429,0.004217,0.000000,0.000000,0.086690
90,1.0405,Link_08,0.000000,-0.041992,0.012684,0.001054,0.000000,0.000000,0.043866
100,1.1522,Trunk_02,0.000000,-0.009909,0.625601,0.058464,0.000000,0.000000,0.625680
100,1.1522,Trunk_03,0.000000,-0.000910,0.154091,0.000023,0.000000,0.000000,0.154093
100,1.1522,Link_01,0.000000,-0.236468,0.211904,0.056579,0.000000,0.000000,0.317523
100,1.1522,Link_02,0.000000,-0.230950,0.156524,0.045239,0.000000,0.000000,0.278994
100,1.1522,Link_03,0.000000,-0.212955,0.111496,0.034257,0.000000,0.000000,0.240377
100,1.1522,Link_04,0.000000,-0.185295,0.079242,0.024259,0.000000,0.000000,0.201528
100,1.1522,Link_05,0.000000,-0.152124,0.056579,0.015720,0.000000,0.000000,0.162304
100,1.1522,Link_06,0.000000,-0.115934,0.039858,0.008909,0.000000,0.000000,0.122594
100,1.1522,Link_07,0.000000,-0.078113,0.025998,0.003972,0.000000,0.000000,0.082326
100,1.1522,Link_08,0.000000,-0.039381,0.012978,0.000987,0.000000,0.000000,0.041464
110,1.2604,Trunk_02,0.000000,0.003316,0.603041,0.049082,0.000000,0.000000,0.603050
110,1.2604,Trunk_03,0.000000,-0.000665,0.154092,0.000016,0.000000,0.000000,0.154093
110,1.2604,Link_01,0.000000,-0.210327,0.206700,0.047655,0.000000,0.000000,0.294894
110,1.2604,Link_02,0.000000,-0.200989,0.159208,0.037648,0.000000,0.000000,0.256405
110,1.2604,Link_03,0.000000,-0.181986,0.120159,0.028178,0.000000,0.000000,0.218076
110,1.2604,Link_04,0.000000,-0.155651,0.090631,0.019716,0.000000,0.000000,0.180115
110,1.2604,Link_05,0.000000,-0.125488,0.067930,0.012615,0.000000,0.000000,0.142694
110,1.2604,Link_06,0.000000,-0.093767,0.049277,0.007053,0.000000,0.000000,0.105926
110,1.2604,Link_07,0.000000,-0.061863,0.032488,0.003100,0.000000,0.000000,0.069875
110,1.2604,Link_08,0.000000,-0.030518,0.016227,0.000760,0.000000,0.000000,0.034564
120,1.3719,Trunk_02,0.000000,-0.000013,0.610634,0.051663,0.000000,0.000000,0.610634
120,1.3719,Trunk_03,0.000000,-0.000737,0.154092,0.000018,0.000000,0.000000,0.154094
120,1.3719,Link_01,0.000000,-0.218295,0.209344,0.050115,0.000000,0.000000,0.302453
120,1.3719,Link_02,0.000000,-0.209755,0.160213,0.039722,0.000000,0.000000,0.263942
120,1.3719,Link_03,0.000000,-0.190972,0.119910,0.029843,0.000000,0.000000,0.225497
120,1.3719,Link_04,0.000000,-0.164306,0.089718,0.020971,0.000000,0.000000,0.187205
120,1.3719,Link_05,0.000000,-0.133329,0.066831,0.013482,0.000000,0.000000,0.149141
120,1.3719,Link_06,0.000000,-0.100333,0.048316,0.007578,0.000000,0.000000,0.111360
120,1.3719,Link_07,0.000000,-0.066694,0.031827,0.003351,0.000000,0.000000,0.073899
120,1.3719,Link_08,0.000000,-0.033160,0.015906,0.000827,0.000000,0.000000,0.036777
130,1.4910,Trunk_02,0.000000,-0.008581,0.625728,0.057942,0.000000,0.000000,0.625787
130,1.4910,Trunk_03,0.000000,-0.000900,0.154091,0.000023,0.000000,0.000000,0.154094
130,1.4910,Link_01,0.000000,-0.235606,0.213005,0.056095,0.000000,0.000000,0.317618
130,1.4910,Link_02,0.000000,-0.229710,0.158498,0.044817,0.000000,0.000000,0.279084
130,1.4910,Link_03,0.000000,-0.211651,0.114111,0.033928,0.000000,0.000000,0.240453
130,1.4910,Link_04,0.000000,-0.184119,0.082052,0.024025,0.000000,0.000000,0.201575
130,1.4910,Link_05,0.000000,-0.151137,0.059183,0.015569,0.000000,0.000000,0.162312
130,1.4910,Link_06,0.000000,-0.115154,0.041974,0.008824,0.000000,0.000000,0.122565
130,1.4910,Link_07,0.000000,-0.077558,0.027466,0.003935,0.000000,0.000000,0.082278
130,1.4910,Link_08,0.000000,-0.039084,0.013729,0.000980,0.000000,0.000000,0.041425
140,1.5991,Trunk_02,0.000000,-0.005796,0.618961,0.055606,0.000000,0.000000,0.618988
140,1.5991,Trunk_03,0.000000,-0.000831,0.154091,0.000021,0.000000,0.000000,0.154093
140,1.5991,Link_01,0.000000,-0.228618,0.210555,0.053863,0.000000,0.000000,0.310805
140,1.5991,Link_02,0.000000,-0.221890,0.157803,0.042927,0.000000,0.000000,0.272281
140,1.5991,Link_03,0.000000,-0.203611,0.114787,0.032410,0.000000,0.000000,0.233738
140,1.5991,Link_04,0.000000,-0.176398,0.083443,0.022883,0.000000,0.000000,0.195138
140,1.5991,Link_05,0.000000,-0.144162,0.060742,0.014782,0.000000,0.000000,0.156436
140,1.5991,Link_06,0.000000,-0.109320,0.043320,0.008350,0.000000,0.000000,0.117591
140,1.5991,Link_07,0.000000,-0.073265,0.028399,0.003710,0.000000,0.000000,0.078576
140,1.5991,Link_08,0.000000,-0.036735,0.014191,0.000919,0.000000,0.000000,0.039380
150,1.7093,Trunk_02,0.000000,0.000156,0.609275,0.051467,0.000000,0.000000,0.609275
150,1.7093,Trunk_03,0.000000,-0.000730,0.154092,0.000018,0.000000,0.000000,0.154093
150,1.7093,Link_01,0.000000,-0.217188,0.208536,0.049928,0.000000,0.000000,0.301095
150,1.7093,Link_02,0.000000,-0.208752,0.159295,0.039578,0.000000,0.000000,0.262588
150,1.7093,Link_03,0.000000,-0.190019,0.118929,0.029727,0.000000,0.000000,0.224168
150,1.7093,Link_04,0.000000,-0.163387,0.088777,0.020880,0.000000,0.000000,0.185948
150,1.7093,Link_05,0.000000,-0.132477,0.066019,0.013414,0.000000,0.000000,0.148016
150,1.7093,Link_06,0.000000,-0.099602,0.047691,0.007533,0.000000,0.000000,0.110431
150,1.7093,Link_07,0.000000,-0.066145,0.031414,0.003327,0.000000,0.000000,0.073225
150,1.7093,Link_08,0.000000,-0.032854,0.015703,0.000820,0.000000,0.000000,0.036414
160,1.8158,Trunk_02,0.000000,-0.002500,0.614649,0.053447,0.000000,0.000000,0.614654
160,1.8158,Trunk_03,0.000000,-0.000779,0.154092,0.000019,0.000000,0.000000,0.154094
160,1.8158,Link_01,0.000000,-0.223056,0.210161,0.051814,0.000000,0.000000,0.306466
160,1.8158,Link_02,0.000000,-0.215311,0.159489,0.041174,0.000000,0.000000,0.267947
160,1.8158,Link_03,0.000000,-0.196765,0.118032,0.031008,0.000000,0.000000,0.229452
160,1.8158,Link_04,0.000000,-0.169869,0.087339,0.021842,0.000000,0.000000,0.191007
160,1.8158,Link_05,0.000000,-0.138330,0.064502,0.014076,0.000000,0.000000,0.152630
160,1.8158,Link_06,0.000000,-0.104491,0.046405,0.007932,0.000000,0.000000,0.114332
160,1.8158,Link_07,0.000000,-0.069738,0.030524,0.003516,0.000000,0.000000,0.076125
160,1.8158,Link_08,0.000000,-0.034817,0.015260,0.000870,0.000000,0.000000,0.038014
170,1.9264,Trunk_02,0.000000,-0.006217,0.621027,0.056147,0.000000,0.000000,0.621058
170,1.9264,Trunk_03,0.000000,-0.000854,0.154091,0.000021,0.000000,0.000000,0.154094
170,1.9264,Link_01,0.000000,-0.230436,0.211638,0.054384,0.000000,0.000000,0.312876
170,1.9264,Link_02,0.000000,-0.223848,0.158615,0.043365,0.000000,0.000000,0.274348
170,1.9264,Link_03,0.000000,-0.205618,0.115374,0.032764,0.000000,0.000000,0.235775
170,1.9264,Link_04,0.000000,-0.178348,0.083872,0.023154,0.000000,0.000000,0.197085
170,1.9264,Link_05,0.000000,-0.145946,0.061060,0.014972,0.000000,0.000000,0.158205
170,1.9264,Link_06,0.000000,-0.110827,0.043558,0.008466,0.000000,0.000000,0.119079
170,1.9264,Link_07,0.000000,-0.074380,0.028567,0.003766,0.000000,0.000000,0.079677
170,1.9264,Link_08,0.000000,-0.037348,0.014282,0.000935,0.000000,0.000000,0.039985
180,2.0348,Trunk_02,0.000000,-0.004194,0.616643,0.054542,0.000000,0.000000,0.616658
180,2.0348,Trunk_03,0.000000,-0.000810,0.154091,0.000020,0.000000,0.000000,0.154094
180,2.0348,Link_01,0.000000,-0.225751,0.210215,0.052852,0.000000,0.000000,0.308470
180,2.0348,Link_02,0.000000,-0.218561,0.158440,0.042066,0.000000,0.000000,0.269949
180,2.0348,Link_03,0.000000,-0.200169,0.116162,0.031722,0.000000,0.000000,0.231433
180,2.0348,Link_04,0.000000,-0.173116,0.085141,0.022371,0.000000,0.000000,0.192920
180,2.0348,Link_05,0.000000,-0.141228,0.062399,0.014434,0.000000,0.000000,0.154398
180,2.0348,Link_06,0.000000,-0.106886,0.044691,0.008142,0.000000,0.000000,0.115852
180,2.0348,Link_07,0.000000,-0.071483,0.029348,0.003613,0.000000,0.000000,0.077273
180,2.0348,Link_08,0.000000,-0.035764,0.014670,0.000894,0.000000,0.000000,0.038656
190,2.1463,Trunk_02,0.000000,-0.001687,0.612696,0.052814,0.000000,0.000000,0.612698
190,2.1463,Trunk_03,0.000000,-0.000762,0.154092,0.000019,0.000000,0.000000,0.154094
190,2.1463,Link_01,0.000000,-0.221038,0.209450,0.051210,0.000000,0.000000,0.304511
190,2.1463,Link_02,0.000000,-0.213118,0.159169,0.040667,0.000000,0.000000,0.265996
190,2.1463,Link_03,0.000000,-0.194529,0.118016,0.030601,0.000000,0.000000,0.227528
190,2.1463,Link_04,0.000000,-0.167717,0.087494,0.021534,0.000000,0.000000,0.189167
190,2.1463,Link_05,0.000000,-0.136379,0.064718,0.013863,0.000000,0.000000,0.150956
190,2.1463,Link_06,0.000000,-0.102855,0.046606,0.007802,0.000000,0.000000,0.112922
190,2.1463,Link_07,0.000000,-0.068532,0.030668,0.003454,0.000000,0.000000,0.075081
190,2.1463,Link_08,0.000000,-0.034156,0.015333,0.000853,0.000000,0.000000,0.037440
200,2.2600,Trunk_02,0.000000,-0.003392,0.616001,0.054072,0.000000,0.000000,0.616010
200,2.2600,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
200,2.2600,Link_01,0.000000,-0.224694,0.210397,0.052409,0.000000,0.000000,0.307822
200,2.2600,Link_02,0.000000,-0.217239,0.159153,0.041683,0.000000,0.000000,0.269300
200,2.2600,Link_03,0.000000,-0.198774,0.117268,0.031416,0.000000,0.000000,0.230788
200,2.2600,Link_04,0.000000,-0.171792,0.086391,0.022145,0.000000,0.000000,0.192291
200,2.2600,Link_05,0.000000,-0.140053,0.063580,0.014282,0.000000,0.000000,0.153809
200,2.2600,Link_06,0.000000,-0.105919,0.045651,0.008054,0.000000,0.000000,0.115338
200,2.2600,Link_07,0.000000,-0.070781,0.030009,0.003573,0.000000,0.000000,0.076880
200,2.2600,Link_08,0.000000,-0.035384,0.015004,0.000885,0.000000,0.000000,0.038434
210,2.3692,Trunk_02,0.000000,-0.004910,0.618505,0.055163,0.000000,0.000000,0.618524
210,2.3692,Trunk_03,0.000000,-0.000824,0.154091,0.000021,0.000000,0.000000,0.154094
210,2.3692,Link_01,0.000000,-0.227639,0.210927,0.053447,0.000000,0.000000,0.310338
210,2.3692,Link_02,0.000000,-0.220662,0.158715,0.042569,0.000000,0.000000,0.271813
210,2.3692,Link_03,0.000000,-0.202329,0.116097,0.032126,0.000000,0.000000,0.233271
210,2.3692,Link_04,0.000000,-0.175196,0.084894,0.022675,0.000000,0.000000,0.194680
210,2.3692,Link_05,0.000000,-0.143109,0.062102,0.014644,0.000000,0.000000,0.156003
210,2.3692,Link_06,0.000000,-0.108461,0.044431,0.008269,0.000000,0.000000,0.117209
210,2.3692,Link_07,0.000000,-0.072643,0.029170,0.003674,0.000000,0.000000,0.078281
210,2.3692,Link_08,0.000000,-0.036399,0.014584,0.000911,0.000000,0.000000,0.039212
220,2.4843,Trunk_02,0.000000,-0.003653,0.615969,0.054200,0.000000,0.000000,0.615980
220,2.4843,Trunk_03,0.000000,-0.000799,0.154092,0.000020,0.000000,0.000000,0.154094
220,2.4843,Link_01,0.000000,-0.224865,0.210170,0.052529,0.000000,0.000000,0.307792
220,2.4843,Link_02,0.000000,-0.217519,0.158721,0.041789,0.000000,0.000000,0.269271
220,2.4843,Link_03,0.000000,-0.199087,0.116687,0.031501,0.000000,0.000000,0.230762
220,2.4843,Link_04,0.000000,-0.172085,0.085768,0.022207,0.000000,0.000000,0.192274
220,2.4843,Link_05,0.000000,-0.140305,0.063005,0.014322,0.000000,0.000000,0.153802
220,2.4843,Link_06,0.000000,-0.106122,0.045187,0.008076,0.000000,0.000000,0.115342
220,2.4843,Link_07,0.000000,-0.070926,0.029691,0.003582,0.000000,0.000000,0.076890
220,2.4843,Link_08,0.000000,-0.035461,0.014844,0.000887,0.000000,0.000000,0.038443
230,2.5927,Trunk_02,0.000000,-0.002674,0.614480,0.053528,0.000000,0.000000,0.614486
230,2.5927,Trunk_03,0.000000,-0.000781,0.154092,0.000020,0.000000,0.000000,0.154094
230,2.5927,Link_01,0.000000,-0.223062,0.209910,0.051889,0.000000,0.000000,0.306298
230,2.5927,Link_02,0.000000,-0.215422,0.159057,0.041244,0.000000,0.000000,0.267780
230,2.5927,Link_03,0.000000,-0.196909,0.117473,0.031063,0.000000,0.000000,0.229288
230,2.5927,Link_04,0.000000,-0.170000,0.086750,0.021880,0.000000,0.000000,0.190855
230,2.5927,Link_05,0.000000,-0.138433,0.063968,0.014100,0.000000,0.000000,0.152498
230,2.5927,Link_06,0.000000,-0.104564,0.045983,0.007944,0.000000,0.000000,0.114228
230,2.5927,Link_07,0.000000,-0.069783,0.030239,0.003520,0.000000,0.000000,0.076053
230,2.5927,Link_08,0.000000,-0.034838,0.015119,0.000870,0.000000,0.000000,0.037977
240,2.6992,Trunk_02,0.000000,-0.003642,0.616331,0.054247,0.000000,0.000000,0.616342
240,2.6992,Trunk_03,0.000000,-0.000801,0.154092,0.000020,0.000000,0.000000,0.154094
240,2.6992,Link_01,0.000000,-0.225122,0.210426,0.052575,0.000000,0.000000,0.308154
240,2.6992,Link_02,0.000000,-0.217758,0.159005,0.041826,0.000000,0.000000,0.269632
240,2.6992,Link_03,0.000000,-0.199321,0.116988,0.031531,0.000000,0.000000,0.231117
240,2.6992,Link_04,0.000000,-0.172315,0.086058,0.022231,0.000000,0.000000,0.192610
240,2.6992,Link_05,0.000000,-0.140521,0.063261,0.014340,0.000000,0.000000,0.154104
240,2.6992,Link_06,0.000000,-0.106308,0.045391,0.008088,0.000000,0.000000,0.115593
240,2.6992,Link_07,0.000000,-0.071065,0.029831,0.003589,0.000000,0.000000,0.077072
240,2.6992,Link_08,0.000000,-0.035538,0.014915,0.000889,0.000000,0.000000,0.038541
250,2.8147,Trunk_02,0.000000,-0.004227,0.617227,0.054655,0.000000,0.000000,0.617242
250,2.8147,Trunk_03,0.000000,-0.000812,0.154092,0.000020,0.000000,0.000000,0.154094
250,2.8147,Link_01,0.000000,-0.226204,0.210585,0.052963,0.000000,0.000000,0.309054
250,2.8147,Link_02,0.000000,-0.219024,0.158794,0.042157,0.000000,0.000000,0.270531
250,2.8147,Link_03,0.000000,-0.200637,0.116496,0.031796,0.000000,0.000000,0.232006
250,2.8147,Link_04,0.000000,-0.173575,0.085444,0.022429,0.000000,0.000000,0.193466
250,2.8147,Link_05,0.000000,-0.141651,0.062660,0.014475,0.000000,0.000000,0.154891
250,2.8147,Link_06,0.000000,-0.107246,0.044897,0.008168,0.000000,0.000000,0.116265
250,2.8147,Link_07,0.000000,-0.071753,0.029491,0.003626,0.000000,0.000000,0.077577
250,2.8147,Link_08,0.000000,-0.035913,0.014744,0.000898,0.000000,0.000000,0.038822
260,2.9250,Trunk_02,0.000000,-0.003520,0.615864,0.054124,0.000000,0.000000,0.615874
260,2.9250,Trunk_03,0.000000,-0.000797,0.154092,0.000020,0.000000,0.000000,0.154094
260,2.9250,Link_01,0.000000,-0.224691,0.210201,0.052457,0.000000,0.000000,0.307686
260,2.9250,Link_02,0.000000,-0.217304,0.158836,0.041727,0.000000,0.000000,0.269165
260,2.9250,Link_03,0.000000,-0.198859,0.116865,0.031451,0.000000,0.000000,0.230657
260,2.9250,Link_04,0.000000,-0.171869,0.085969,0.022170,0.000000,0.000000,0.192170
260,2.9250,Link_05,0.000000,-0.140113,0.063195,0.014298,0.000000,0.000000,0.153705
260,2.9250,Link_06,0.000000,-0.105964,0.045341,0.008062,0.000000,0.000000,0.115257
260,2.9250,Link_07,0.000000,-0.070811,0.029798,0.003576,0.000000,0.000000,0.076825
260,2.9250,Link_08,0.000000,-0.035399,0.014897,0.000885,0.000000,0.000000,0.038406
270,3.0398,Trunk_02,0.000000,-0.003156,0.615355,0.053883,0.000000,0.000000,0.615363
270,3.0398,Trunk_03,0.000000,-0.000790,0.154092,0.000020,0.000000,0.000000,0.154094
270,3.0398,Link_01,0.000000,-0.224053,0.210134,0.052228,0.000000,0.000000,0.307175
270,3.0398,Link_02,0.000000,-0.216558,0.158991,0.041532,0.000000,0.000000,0.268655
270,3.0398,Link_03,0.000000,-0.198086,0.117186,0.031295,0.000000,0.000000,0.230154
270,3.0398,Link_04,0.000000,-0.171132,0.086360,0.022054,0.000000,0.000000,0.191688
270,3.0398,Link_05,0.000000,-0.139456,0.063575,0.014219,0.000000,0.000000,0.153263
270,3.0398,Link_06,0.000000,-0.105419,0.045656,0.008015,0.000000,0.000000,0.114881
270,3.0398,Link_07,0.000000,-0.070412,0.030014,0.003554,0.000000,0.000000,0.076542
270,3.0398,Link_08,0.000000,-0.035182,0.015006,0.000879,0.000000,0.000000,0.038248
280,3.1543,Trunk_02,0.000000,-0.003683,0.616336,0.054270,0.000000,0.000000,0.616347
280,3.1543,Trunk_03,0.000000,-0.000801,0.154092,0.000020,0.000000,0.000000,0.154094
280,3.1543,Link_01,0.000000,-0.225156,0.210397,0.052597,0.000000,0.000000,0.308159
280,3.1543,Link_02,0.000000,-0.217811,0.158942,0.041845,0.000000,0.000000,0.269637
280,3.1543,Link_03,0.000000,-0.199380,0.116900,0.031546,0.000000,0.000000,0.231123
280,3.1543,Link_04,0.000000,-0.172372,0.085962,0.022242,0.000000,0.000000,0.192617
280,3.1543,Link_05,0.000000,-0.140571,0.063172,0.014348,0.000000,0.000000,0.154113
280,3.1543,Link_06,0.000000,-0.106348,0.045320,0.008092,0.000000,0.000000,0.115602
280,3.1543,Link_07,0.000000,-0.071094,0.029782,0.003590,0.000000,0.000000,0.077080
280,3.1543,Link_08,0.000000,-0.035554,0.014890,0.000889,0.000000,0.000000,0.038546
290,3.2627,Trunk_02,0.000000,-0.003885,0.616610,0.054405,0.000000,0.000000,0.616622
290,3.2627,Trunk_03,0.000000,-0.000805,0.154092,0.000020,0.000000,0.000000,0.154094
290,3.2627,Link_01,0.000000,-0.225504,0.210428,0.052725,0.000000,0.000000,0.308435
290,3.2627,Link_02,0.000000,-0.218223,0.158845,0.041955,0.000000,0.000000,0.269912
290,3.2627,Link_03,0.000000,-0.199808,0.116706,0.031634,0.000000,0.000000,0.231395
290,3.2627,Link_04,0.000000,-0.172781,0.085728,0.022307,0.000000,0.000000,0.192879
290,3.2627,Link_05,0.000000,-0.140937,0.062945,0.014392,0.000000,0.000000,0.154355
290,3.2627,Link_06,0.000000,-0.106653,0.045133,0.008119,0.000000,0.000000,0.115809
