file_name,plant_density,age_in_days_d,age_in_degree_days_dd,avg_dry_biomass_plant_with_roots_plant_daly_mg, gross photosynthesis CH2O mg,maintenance CH2O mg,avg_cumulative_PAR_absorbed_per_plant_umol,avg_cumulative_gross_assimmilates_plant_mg,avg_cumulative_assimilates_plant_mg
base_plant_dynamic_50.csv,50.0,1.0,390.0,157.53636215974097,17.28618935115526,-2.8098541596808324E-7,0.1855534028950397,17.28618935115526,17.286189632140676
base_plant_dynamic_50.csv,50.0,2.0,403.75024,192.51269493308442,44.818663735228405,0.8084678516682375,0.7688403119487321,62.10485308638367,61.29638551570084
base_plant_dynamic_50.csv,50.0,3.0,417.60886,236.1746491242975,55.330345041065065,1.7778726482730463,1.4858184600681992,117.43519812744873,114.84885790849286
base_plant_dynamic_50.csv,50.0,4.0,432.64032,287.75518138795223,66.46313112144928,2.716551762048197,2.344059484770959,183.898329248898,178.59543726789394
base_plant_dynamic_50.csv,50.0,5.0,448.06482,321.3843686484928,51.77753986873486,3.5844690113084345,3.373585711650642,235.67586911763286,226.78850812532036
base_plant_dynamic_50.csv,50.0,6.0,463.4899,382.5823963272164,82.26216840716059,4.422124633613424,4.582491796663223,317.93803752479346,304.6285518988675
base_plant_dynamic_50.csv,50.0,7.0,478.69873,428.879479103592,70.4994871928263,5.1817833606781445,5.98000582892757,388.43752471761974,369.94625573101564
base_plant_dynamic_50.csv,50.0,8.0,494.17252,504.81544562024976,104.6685796793998,6.1915420270320585,7.595656482720903,493.1061043970195,468.4232933833834
base_plant_dynamic_50.csv,50.0,9.0,509.6443,572.680120302622,100.81920916911159,7.280265591845406,9.445146676488575,593.9253135661311,561.9622369606495
base_plant_dynamic_50.csv,50.0,10.0,525.0518,669.4711532421691,133.86417597305322,8.48343988287759,11.554856470177532,727.7894895391843,687.3429730508252
base_plant_dynamic_50.csv,50.0,11.0,540.5042,758.9792065362321,127.10813140055441,9.873312117219523,13.93680137449165,854.8976209397387,804.5777923341601
base_plant_dynamic_50.csv,50.0,12.0,555.90924,844.48273471322,128.58650511348372,11.085157129567943,16.581448906088895,983.4841260532223,922.0791403180759
base_plant_dynamic_50.csv,50.0,13.0,571.4271,959.5264110993777,164.08003490730022,12.622342886164436,19.516986727253496,1147.5641609605225,1073.5368323392117
base_plant_dynamic_50.csv,50.0,14.0,586.6967,1076.5987314799556,170.7652600308047,14.029243030237222,22.785179804332714,1318.3294209913272,1230.2728493397792
base_plant_dynamic_50.csv,50.0,15.0,601.9447,1210.9680074215491,193.8727365008225,15.75530390808091,26.411363819022785,1512.2021574921496,1408.3902819325208
base_plant_dynamic_50.csv,50.0,16.0,617.3142,1354.8096664590819,210.2476061325236,17.830775591351006,30.44518221568785,1722.449763624673,1600.8071124736935
base_plant_dynamic_50.csv,50.0,17.0,632.88324,1518.4057901784004,238.0521751610171,20.35396842104329,34.920636507973015,1960.50193878569,1818.5053192136672
base_plant_dynamic_50.csv,50.0,18.0,648.51184,1699.6413244072176,263.5079013651761,22.949325145859312,39.903601109791985,2224.0098401508662,2059.063895432984
