file_name,plant_density,plant_number,age_in_days_d,age_in_degree_days_dd,dry_biomass_leaf_blades_mg,leaf_blade_area_m2,dry_biomass_leaf_blades_order_0_mg,leaf_blade_area_order_0_m2,dry_biomass_leaf_blades_order_1_mg,leaf_blade_area_order_1_m2,dry_biomass_leaves_mg,leaf_area_m2,dry_biomass_leaves_0_mg,leaf_area_order_0_m2,dry_biomass_leaves_1_mg,leaf_area_order_1_m2,dry_biomass_stems_mg,dry_biomass_internodes_mg,dry_biomass_internodes_order_0_mg,dry_biomass_internodes_order_1_mg, dry_biomass_fruits_mg,fresh_biomass_fruits_mg, fresh_biomass_fruits_harvested_mg,dry_biomass_plant_above_ground_mg, dry_biomass_roots,dry_biomass_truss_mg, gross photosynthesis CH2O mg,maintenance CH2O mg, assimilates_mg, PAR_absorbed_daily_umol, PAR_absorbed_leaves_daily_umol, cumulative_PAR_absorbed_per_plant_umol, cumulative_gross_assimmilates_plant_mg, cumulative_assimilates_plant_mg
base_plant_dynamic_50.csv,50.0,1,1,390.0,48.27787399291992,0.001134522259235382,48.27787399291992,0.001134522259235382,0.0,0.0,57.70226022019587,0.001903316527817883,57.70226022019587,0.001903316527817883,0.0,0.0,32.85848797906645,23.434101751790507,13.150524935461561,0.0,0.0,0.0,0.0,81.13636197198637,76.40000018775463,0.0,17.28618935115526,-2.8098541596808324E-7,17.286189632140676,0.1855534028950397,0.1855534028950397,0.1855534028950397,17.28618935115526,17.286189632140676
base_plant_dynamic_50.csv,50.0,1,2,403.75024,67.73802947998047,0.0015032356604933739,67.73802947998047,0.0015032356604933739,0.0,0.0,81.69875550987831,0.0023507955050285747,81.69875550987831,0.0023507955050285747,0.0,0.0,42.408421074763794,28.44769504486596,16.797432090215917,0.0,0.0,0.0,0.0,110.14645055474428,82.36624437834017,0.0,44.818663735228405,0.8084678516682375,44.010195883560165,0.5832869090536924,0.5468477741009843,0.7688403119487321,62.10485308638367,61.29638551570084
base_plant_dynamic_50.csv,50.0,1,3,417.60886,91.7178726196289,0.001895021996460855,91.7178726196289,0.001895021996460855,0.0,0.0,111.38245565993046,0.002823243496958278,111.38245565993046,0.002823243496958278,0.0,0.0,54.825666585438455,35.1610835451369,21.930775235157657,0.0,0.0,0.0,0.0,146.54353920506736,89.63110991923014,0.0,55.330345041065065,1.7778726482730463,53.55247239279202,0.716978148119467,0.6780940070783996,1.4858184600681992,117.43519812744873,114.84885790849286
base_plant_dynamic_50.csv,50.0,1,4,432.64032,120.6800537109375,0.00235053151845932,120.6800537109375,0.00235053151845932,0.0,0.0,147.4957134711216,0.0034399814600561997,147.4957134711216,0.0034399814600561997,0.0,0.0,71.10442179063102,44.288762030446904,29.558779861749862,0.0,0.0,0.0,0.0,191.78447550156855,95.9707058863837,0.0,66.46313112144928,2.716551762048197,63.74657935940108,0.8582410247027596,0.8173592251699138,2.344059484770959,183.898329248898,178.59543726789394
base_plant_dynamic_50.csv,50.0,1,5,448.06482,143.3790283203125,0.0028694539796561003,143.3790283203125,0.0028694539796561003,0.0,0.0,176.42425432871795,0.004104282408504463,176.42425432871795,0.004104282408504463,0.0,0.0,85.35595957634757,52.31073356794212,37.58024808401477,0.0,0.0,0.0,0.0,228.73498789666007,92.64938075183272,0.0,51.77753986873486,3.5844690113084345,48.19307085742643,1.029526226879683,0.9818708959539278,3.373585711650642,235.67586911763286,226.78850812532036
base_plant_dynamic_50.csv,50.0,1,6,463.4899,178.2350311279297,0.0034476490691304207,178.2350311279297,0.0034476490691304207,0.0,0.0,220.67049703354576,0.00481811973818755,220.67049703354576,0.00481811973818755,0.0,0.0,108.2221532007764,65.78668729516033,50.118117990282045,0.0,0.0,0.0,0.0,286.4571843287061,96.12521199851034,0.0,82.26216840716059,4.422124633613424,77.84004377354717,1.2089060850125808,1.1558621180088529,4.582491796663223,317.93803752479346,304.6285518988675
base_plant_dynamic_50.csv,50.0,1,7,478.69873,206.50570678710938,0.00408706720918417,206.50570678710938,0.00408706720918417,0.0,0.0,257.2540502779972,0.00568009041722854,257.2540502779972,0.00568009041722854,0.0,0.0,129.00397759773136,78.25563410684353,62.76595052254308,0.0,0.0,0.0,0.0,335.50968438484074,93.36979471875128,0.0,70.4994871928263,5.1817833606781445,65.31770383214815,1.3975140322643478,1.3400783834587324,5.98000582892757,388.43752471761974,369.94625573101564
base_plant_dynamic_50.csv,50.0,1,8,494.17252,248.898681640625,0.004827869590371847,248.898681640625,0.004827869590371847,0.0,0.0,311.89038020920987,0.006624386766442922,311.89038020920987,0.006624386766442922,0.0,0.0,160.42717199951863,97.43547343093377,81.45732083008664,0.0,0.0,0.0,0.0,409.3258536401436,95.4895919801061,0.0,104.6685796793998,6.1915420270320585,98.47703765236774,1.6156506537933324,1.5499311492286618,7.595656482720903,493.1061043970195,468.4232933833834
base_plant_dynamic_50.csv,50.0,1,9,509.6443,287.84674072265625,0.005665741395205259,287.84674072265625,0.005665741395205259,0.0,0.0,362.7844018626305,0.007654529352987302,362.7844018626305,0.007654529352987302,0.0,0.0,191.04808643441856,116.1104252944443,100.39477097713348,0.0,0.0,0.0,0.0,478.89482715707476,93.78529314554713,0.0,100.81920916911159,7.280265591845406,93.53894357726618,1.8494901937676718,1.77756017384116,9.445146676488575,593.9253135661311,561.9622369606495
base_plant_dynamic_50.csv,50.0,1,10,525.0518,341.63543701171875,0.006597517523914576,341.63543701171875,0.006597517523914576,0.0,0.0,432.81515339128794,0.008768697483208514,432.81515339128794,0.008768697483208514,0.0,0.0,232.1411833380298,140.96146695846062,124.92588026300848,0.0,0.0,0.0,0.0,573.7766203497486,95.69453289242063,0.0,133.86417597305322,8.48343988287759,125.38073609017563,2.109709793688957,2.0328416681189445,11.554856470177532,727.7894895391843,687.3429730508252
base_plant_dynamic_50.csv,50.0,1,11,540.5042,388.59515380859375,0.007419007830321789,388.59515380859375,0.007419007830321789,0.0,0.0,495.04466420770893,0.009850272989590578,495.04466420770893,0.009850272989590578,0.0,0.0,274.1482816114258,167.69877121231062,151.57248892330495,0.0,0.0,0.0,0.0,662.7434354200195,96.23577111621262,0.0,127.10813140055441,9.873312117219523,117.23481928333489,2.3819449043141177,2.3008109771298746,13.93680137449165,854.8976209397387,804.5777923341601
base_plant_dynamic_50.csv,50.0,1,12,555.90924,433.1665344238281,0.008379227481782436,433.1665344238281,0.008379227481782436,0.0,0.0,554.78460937855,0.011047986871095926,554.78460937855,0.011047986871095926,0.0,0.0,316.3788120027393,194.76073704801735,178.8520254999724,0.0,0.0,0.0,0.0,749.5453464265673,94.93738828665259,0.0,128.58650511348372,11.085157129567943,117.50134798391578,2.644647531597245,2.5550575446610893,16.581448906088895,983.4841260532223,922.0791403180759
base_plant_dynamic_50.csv,50.0,1,13,571.4271,493.80584716796875,0.009490445256233215,493.80584716796875,0.009490445256233215,0.0,0.0,635.4602579337953,0.012387756771953948,635.4602579337953,0.012387756771953948,0.0,0.0,370.04635305185343,228.3919422860269,212.3597609616997,0.0,0.0,0.0,0.0,863.8522002198222,95.67421087955543,0.0,164.08003490730022,12.622342886164436,151.45769202113578,2.935537821164601,2.8410279264564915,19.516986727253496,1147.5641609605225,1073.5368323392117
base_plant_dynamic_50.csv,50.0,1,14,586.6967,556.5933837890625,0.010720852762460709,556.5933837890625,0.010720852762460709,0.0,0.0,719.245104539097,0.013834223199254939,719.245104539097,0.013834223199254939,0.0,0.0,424.61489201618065,261.9631712661461,245.9785389610786,0.0,0.0,0.0,0.0,981.2082758052433,95.39045567471241,0.0,170.7652600308047,14.029243030237222,156.7360170005675,3.268193077079219,3.1687198554295843,22.785179804332714,1318.3294209913272,1230.2728493397792
base_plant_dynamic_50.csv,50.0,1,15,601.9447,629.0650024414062,0.012086506932973862,629.0650024414062,0.012086506932973862,0.0,0.0,815.8199669986295,0.01550423195961582,815.8199669986295,0.01550423195961582,0.0,0.0,486.28749064843714,299.532526091214,283.510180580421,0.0,0.0,0.0,0.0,1115.3524930898436,95.61551433170558,0.0,193.8727365008225,15.75530390808091,178.11743259274158,3.6261840146900726,3.5226025747550986,26.411363819022785,1512.2021574921496,1408.3902819325208
base_plant_dynamic_50.csv,50.0,1,16,617.3142,707.1497802734375,0.013610806316137314,707.1497802734375,0.013610806316137314,0.0,0.0,919.9826164326455,0.017311425379280525,919.9826164326455,0.017311425379280525,0.0,0.0,552.2517068145094,339.41887065530125,323.43126838045634,0.0,0.0,0.0,0.0,1259.4014870879469,95.40817937113498,0.0,210.2476061325236,17.830775591351006,192.4168305411726,4.033818396665065,3.9112513396775226,30.44518221568785,1722.449763624673,1600.8071124736935
base_plant_dynamic_50.csv,50.0,1,17,632.88324,795.897705078125,0.015307172201573849,795.66064453125,0.015301602892577648,0.2370123714208603,5.569752829615027E-6,1038.2997313676417,0.019416159750460953,1037.9837148744807,0.019275791897035086,0.3160164931610085,1.4036785342586632E-4,627.0440412740575,384.6420149845407,367.405862838309,1.2391886332303543,0.0,0.0,0.0,1422.9417463521822,95.46404382621799,0.0,238.0521751610171,20.35396842104329,217.69820673997378,4.475454292285167,4.3420696986244245,34.920636507973015,1960.50193878569,1818.5053192136672
base_plant_dynamic_50.csv,50.0,1,18,648.51184,894.122314453125,0.017165713012218475,892.8331298828125,0.017136815935373306,1.289177656173706,2.8896032745251432E-5,1169.2343682863616,0.021645406069005155,1167.5154649433803,0.021374117768220412,1.7189033429811835,2.712883007847424E-4,709.923041682112,434.81098784887524,414.23707909451343,4.554838587789638,0.0,0.0,0.0,1604.045356135237,95.59596827198057,0.0,263.5079013651761,22.949325145859312,240.5585762193168,4.982964601818972,4.83831821350733,39.903601109791985,2224.0098401508662,2059.063895432984
base_plant_dynamic_50.csv,50.0,1,19,664.12286,1001.3948974609375,0.019168324768543243,997.9022216796875,0.019093597307801247,3.4926037788391113,7.472895958926529E-5,1312.209589112346,0.023999033906711688,1307.552784569141,0.023582817697874167,4.656804543205061,4.162162088375179E-4,799.9546738515489,489.13998220014037,463.37480553712066,9.707843221888217,0.0,0.0,0.0,1801.349571312487,95.8243095391528,0.0,286.88724583303576,25.64376112102775,261.243484712008,5.513030453152218,5.3557788608529195,45.416631562944204,2510.897085983902,2320.307380144992
base_plant_dynamic_50.csv,50.0,1,20,679.72455,1115.3427734375,0.021309996023774147,1108.3421630859375,0.021164586767554283,7.0006208419799805,1.4540899428538978E-4,1464.1145113141904,0.02657397056658602,1454.7803510226179,0.025993583019412195,9.334160291572433,5.803875471738234E-4,895.6762857442664,546.9045478675761,514.441854113152,16.387369482689067,0.0,0.0,0.0,2011.0190591817661,95.9316722545714,0.0,306.50999993300576,28.53250220415022,277.97749772885555,6.072069852264082,5.903966826760176,51.48870141520828,2817.407085916908,2598.2848778738476
base_plant_dynamic_50.csv,50.0,1,21,695.25183,1238.8486328125,0.02358204498887062,1226.9622802734375,0.023340456187725067,11.886362075805664,2.415888011455536E-4,1628.7177092467932,0.029246278631018297,1612.8692270323731,0.028481002313328473,15.848482214419995,7.652763176898274E-4,999.4159854391191,609.5469090048261,569.0333719810603,24.388469663547276,0.0,0.0,0.0,2238.2646182516196,96.22852086432087,0.0,331.3526892227447,31.44387978236113,299.90880944038355,6.688434619784591,6.496464134407143,58.17713603499287,3148.7597751396524,2898.1936873142313
