day,plant_id,organ_class,organ_index,rank,order,parent_rank,parent_organ_class,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
65,1,Root,0,0,0,-1,none,998.3754,76.40000018775463,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,4,1,0,Internode,354.75928,43.90634921044682,6.679082969397271E-4,0.02879452,false,false,0.00738341243088772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,1,4,1,0,Internode,431.87695,57.3051923672748,7.281365931281243E-4,0.03047796,false,false,0.007604612600386829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,2,4,1,0,Internode,431.87695,57.3051923672748,7.281365931281243E-4,0.03047796,false,false,0.007604612600386829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,3,4,1,0,Internode,431.87695,57.3051923672748,7.281365931281243E-4,0.03047796,false,false,0.007604612600386829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,9,0,8,Internode,431.87695,143.26298091818697,9.799734815341787E-4,0.03705796,false,false,0.008417496797774078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,3,1,0,Internode,462.705,61.872267909148064,7.464633588445849E-4,0.030980647,false,false,0.00766951929000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,1,3,1,0,Internode,540.08704,70.16238694960244,7.775190486364053E-4,0.031822953,false,false,0.007777153709613256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,2,3,1,0,Internode,540.08704,70.16238694960244,7.775190486364053E-4,0.031822953,false,false,0.007777153709613256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,3,3,1,0,Internode,540.08704,70.16238694960244,7.775190486364053E-4,0.031822953,false,false,0.007777153709613256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,2,1,0,Internode,571.0848,72.7249422150664,7.866134342587891E-4,0.032067426,false,false,0.007808136401430809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,8,0,7,Internode,617.39825,189.9450325029045,0.0010738004732751157,0.039356284,false,false,0.008684796252393214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,1,2,1,0,Internode,648.32574,77.71365917270906,8.03714957574659E-4,0.03252454,false,false,0.007865765623237861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,2,2,1,0,Internode,648.32574,77.71365917270906,8.03714957574659E-4,0.03252454,false,false,0.007865765623237861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,3,2,1,0,Internode,648.32574,77.71365917270906,8.03714957574659E-4,0.03252454,false,false,0.007865765623237861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,1,1,0,Internode,679.3198,79.0907892197806,8.08304584881845E-4,0.032646652,false,false,0.007881094146005326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,7,0,6,Internode,710.4488,200.2053331472089,0.0010922704714640985,0.039800484,false,false,0.00873558451657078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,1,1,1,0,Internode,757.2575,79.14901740168925,8.084974462692751E-4,0.03265178,false,false,0.007881737026825453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,2,1,1,0,Internode,757.2575,79.14901740168925,8.084974462692751E-4,0.03265178,false,false,0.007881737026825453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,3,1,1,0,Internode,757.2575,79.14901740168925,8.084974462692751E-4,0.03265178,false,false,0.007881737026825453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,6,0,5,Internode,787.87494,192.0056986048984,0.0010775630725447336,0.039446983,false,false,0.008695189052813206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,5,0,4,Internode,849.5198,178.29572415647166,4.6855335821259785E-4,0.017294025,false,false,0.008624086394256832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,4,0,3,Internode,911.08167,172.8198803872522,4.6350236719512757E-4,0.017166846,false,false,0.008594321288891782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,3,0,2,Internode,956.96265,170.0400426829167,4.6089817279183857E-4,0.017101102,false,false,0.0085788885739725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,0,0,0,Root,1388.3755,12.802390998873161,1.876373479745259E-4,0.009273324,false,false,0.006440713366177932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,1,0,0,Internode,1298.3755,17.918490551288272,2.1088794911061225E-4,0.010041181,false,false,0.006685241416494869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Internode,0,2,0,1,Internode,998.3754,146.9944529174992,4.381554222787516E-4,0.016521811,false,false,0.008441520030689762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,Leaf,0,4,1,4,Internode,354.75928,58.57215604272013,0.0014821556389560918,0.0,false,false,0,0.023702193,0.004162556,70.0,0.0,90.0,3,0.0010323273,0.053452305,0,0,0,0,0,0,0,0,0
65,1,Leaf,1,4,1,4,Internode,431.87695,78.0008401270942,0.001875773144054394,0.0,false,false,0,0.024921926,0.0043337997,70.0,0.0,90.0,3,0.0013747555,0.05739957,0,0,0,0,0,0,0,0,0
65,1,Leaf,2,4,1,4,Internode,431.87695,78.0008401270942,0.001875773144054394,0.0,false,false,0,0.024921926,0.0043337997,70.0,0.0,90.0,3,0.0013747555,0.05739957,0,0,0,0,0,0,0,0,0
65,1,Leaf,3,4,1,4,Internode,431.87695,78.0008401270942,0.001875773144054394,0.0,false,false,0,0.024921926,0.0043337997,70.0,0.0,90.0,3,0.0013747555,0.05739957,0,0,0,0,0,0,0,0,0
65,1,Leaf,0,3,1,3,Internode,462.705,83.71904152258692,0.0019900942347373194,0.0,false,false,0,0.025232704,0.0043771653,70.0,0.0,90.0,3,0.0014755381,0.058421068,0,0,0,0,0,0,0,0,0
65,1,Leaf,1,3,1,3,Internode,540.08704,95.37227803533716,0.00222141089621682,0.0,false,false,0,0.025815366,0.0044581876,70.0,0.0,90.0,3,0.001680925,0.06035331,0,0,0,0,0,0,0,0,0
65,1,Leaf,2,3,1,3,Internode,540.08704,95.37227803533716,0.00222141089621682,0.0,false,false,0,0.025815366,0.0044581876,70.0,0.0,90.0,3,0.001680925,0.06035331,0,0,0,0,0,0,0,0,0
65,1,Leaf,3,3,1,3,Internode,540.08704,95.37227803533716,0.00222141089621682,0.0,false,false,0,0.025815366,0.0044581876,70.0,0.0,90.0,3,0.001680925,0.06035331,0,0,0,0,0,0,0,0,0
65,1,Leaf,0,2,1,2,Internode,571.0848,99.53806308839974,0.002303627539820555,0.0,false,false,0,0.026009424,0.0044850926,70.0,0.0,90.0,3,0.0017543464,0.061001785,0,0,0,0,0,0,0,0,0
65,1,Leaf,0,8,0,8,Internode,617.39825,516.1836363413939,0.010450481365801864,0.0,false,false,0,0.03470146,0.0056542084,70.0,0.0,90.0,4,0.009097674,0.14400099,0,0,0,0,0,0,0,0,0
65,1,Leaf,1,2,1,2,Internode,648.32574,107.3758972536953,0.0024577239957508223,0.0,false,false,0,0.026357066,0.0045331917,70.0,0.0,90.0,3,0.0018924873,0.062169608,0,0,0,0,0,0,0,0,0
