day,plant_id,organ_class,organ_index,rank,order,parent_rank,parent_organ_class,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,leaf_segments_length,leaf_area_m2blades,leaf_inclination_segments,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
51,1,Root,0,0,0,-1,none,781.4714,76.40000018775463,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,4,1,0,Internode,137.85518,15.413434939019794,4.757060410587287E-4,0.023031412,false,false,0.006574583347648386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,1,4,1,0,Internode,214.97284,31.880047939830817,6.020797809000623E-4,0.02689392,false,false,0.007126069806080229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,2,4,1,0,Internode,214.97284,31.880047939830817,6.020797809000623E-4,0.02689392,false,false,0.007126069806080229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,3,4,1,0,Internode,214.97284,31.880047939830817,6.020797809000623E-4,0.02689392,false,false,0.007126069806080229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,9,0,8,Internode,214.97284,79.70011984957702,8.103180656781825E-4,0.032700147,false,false,0.007887800855278761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,3,1,0,Internode,245.8009,38.93716698184558,6.424021617359848E-4,0.028066063,false,false,0.007285772742771545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,1,3,1,0,Internode,323.18298,56.130536065933214,7.232642388110219E-4,0.03034359,false,false,0.007587175915186783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,2,3,1,0,Internode,323.18298,56.130536065933214,7.232642388110219E-4,0.03034359,false,false,0.007587175915186783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,3,3,1,0,Internode,323.18298,56.130536065933214,7.232642388110219E-4,0.03034359,false,false,0.007587175915186783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,2,1,0,Internode,354.18073,62.338620491803404,7.482826318531677E-4,0.031030316,false,false,0.0076759050762321345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,8,0,7,Internode,400.4942,175.91298821356563,0.0010474151981626934,0.038717162,false,false,0.008611235856726882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,1,2,1,0,Internode,431.42172,74.65859798240282,7.933334664825536E-4,0.03224745,false,false,0.00783087914965392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,2,2,1,0,Internode,431.42172,74.65859798240282,7.933334664825536E-4,0.03224745,false,false,0.00783087914965392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,3,2,1,0,Internode,431.42172,74.65859798240282,7.933334664825536E-4,0.03224745,false,false,0.00783087914965392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,1,1,0,Internode,462.4158,77.92244825829562,8.044143225791503E-4,0.032543164,false,false,0.007868105063742253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,7,0,6,Internode,493.54477,200.00122241818664,0.0010919093208292404,0.039791822,false,false,0.008734596969447022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,1,1,1,0,Internode,540.35345,79.20250051144787,8.08674491323008E-4,0.032656483,false,false,0.00788232714823362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,2,1,1,0,Internode,540.35345,79.20250051144787,8.08674491323008E-4,0.032656483,false,false,0.00788232714823362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,3,1,1,0,Internode,540.35345,79.20250051144787,8.08674491323008E-4,0.032656483,false,false,0.00788232714823362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,6,0,5,Internode,570.9709,192.03734691612965,0.0010776207153351451,0.039448373,false,false,0.008695347893723471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,Internode,0,5,0,4,Internode,632.6157,178.29572415647166,4.6855335821259785E-4,0.017294025,false,false,0.008624086394256832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
