day,plant_id,organ_class,rank,order,parent_rank,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
5,8,Leaf,2,0,0,71.86866,23.67728981144913,6.87981186157924E-4,0.0,false,false,0,0.019772762,0.0035984446,70.0,180.0,90.0,3,3.6679953E-4,0.04671642,0,0,0,0,0,0,0,0,0
5,9,Leaf,0,0,0,371.86868,7.394817762344787,1.9532719377323964E-4,0.0,false,false,0,0.0140959285,0.0027417946,90.0,180.0,90.0,1,1.3461884E-4,0.0,0,0,0,0,0,0,0,0,0
5,9,Leaf,0,0,0,371.86868,7.394817762344787,1.9532719377323964E-4,0.0,false,false,0,0.0140959285,0.0027417946,90.0,0.0,90.0,1,1.3461884E-4,0.0,0,0,0,0,0,0,0,0,0
5,9,Leaf,1,0,0,71.86866,68.28378888186506,0.0014168195338445698,0.0,false,false,0,0.024724618,0.0043062125,90.0,90.0,90.0,2,0.0010914396,0.030467845,0,0,0,0,0,0,0,0,0
5,9,Leaf,1,0,0,71.86866,68.28378888186506,0.0014168195338445698,0.0,false,false,0,0.024724618,0.0043062125,90.0,270.0,90.0,2,0.0010914396,0.030467845,0,0,0,0,0,0,0,0,0
5,9,Leaf,2,0,0,71.86866,23.7232547950922,6.880916660989784E-4,0.0,false,false,0,0.019773554,0.0035985606,70.0,180.0,90.0,3,3.668835E-4,0.04671874,0,0,0,0,0,0,0,0,0
5,1,Internode,3,0,0,30.455952,3.608875175817823,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,Internode,3,0,0,30.455952,3.6038051498714965,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,Internode,3,0,0,30.455952,3.608929923330967,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,Internode,3,0,0,30.455952,3.6071466816928828,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
