day, plant_id, organ_class, organ_index, rank, order, parent_rank, parent_organ_class, age_dd    , dry_biomass_mg      , area_m2              , length      , is_fruit, is_root, internode_width_m    , leaf_length_petiole, leaf_diameter_petiole, leaf_angle_petiole, leaf_ccw_orientation, leaf_curvature, leaf_blades_nr, leaf_area_blades_total, leaf_rachis_length, fruit_nr, fruit_radius_0, fruit_radius_1, fruit_radius_2, fruit_age_dd_0, fruit_age_dd_1, fruit_age_dd_2, fruit_ripening_dd, fruit_truss_angle
 26,        1, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  84.78103864581509  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        2, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  85.50086817060105  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        3, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  87.17575571427436  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        4, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  86.95687962478492  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        5, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  86.83131931724824  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        6, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  88.37047594266083  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        7, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  85.65091945540257  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        8, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  85.78892823916668  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        9, Root       ,           0,    0,     0, -1         , none              , 396.39383 ,  86.48871137338345  , 0.0                  , 0.0         , false   , true   , 0                    ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        1, Internode  ,           0,    8,     0, 7          , Internode         ,  15.416633,   1.0147327507348358, 1.969303233978937E-4 , 0.012889969 , false   , false  , 0.004863073606769417 ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        2, Internode  ,           0,    8,     0, 7          , Internode         ,  15.416633,   1.0147327507348358, 1.969303233978937E-4 , 0.012889969 , false   , false  , 0.004863073606769417 ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        3, Internode  ,           0,    8,     0, 7          , Internode         ,  15.416633,   1.0147327507348358, 1.969303233978937E-4 , 0.012889969 , false   , false  , 0.004863073606769417 ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        4, Internode  ,           0,    8,     0, 7          , Internode         ,  15.416633,   1.0147327507348358, 1.969303233978937E-4 , 0.012889969 , false   , false  , 0.004863073606769417 ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
 26,        5, Internode  ,           0,    8,     0, 7          , Internode         ,  15.416633,   1.0147327507348358, 1.969303233978937E-4 , 0.012889969 , false   , false  , 0.004863073606769417 ,        0           ,          0           ,                0  ,                  0  ,            0  ,              0, 0                     ,        0          ,        0,    0          ,            0  ,            0  ,       0       ,            0  ,            0  ,               0  ,               0
